size,method,step,tokens_per_step,training_tokens,backward_multiplier,attention_projection_flops_per_token,attention_core_flops_per_token,active_ffn_flops_per_token,router_flops_per_token,lm_head_flops_per_token,forward_flops_per_token,training_flops,log10_training_flops,metric,value
L,baseline,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,test_loss,3.0913709414902555
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:arc_challenge:acc_norm,0.28924914675767915
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:arc_easy:acc_norm,0.5521885521885522
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:hellaswag:acc_norm,0.4442342162915754
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:lambada_openai:acc,0.45915000970308556
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:piqa:acc_norm,0.6964091403699674
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:race:acc,0.5012160518848804
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:siqa:acc,0.39969293756397134
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream:winogrande:acc,0.500394632991318
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,downstream_macro_accuracy,0.4803168359688787
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,train_loss,3.118415565490723
L,proposed,352000,262144,92274688000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,4.114002800352952e+20,20.614264582977913,test_loss,3.1447761886164125
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:arc_challenge:acc_norm,0.2568259385665529
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:arc_easy:acc_norm,0.45454545454545453
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:hellaswag:acc_norm,0.3857797251543517
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:lambada_openai:acc,0.4121870754900058
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:piqa:acc_norm,0.6713819368879217
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:race:acc,0.49918929874341306
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:siqa:acc,0.38536335721596726
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:winogrande:acc,0.49329123914759276
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream_macro_accuracy,0.4448205032189075
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,train_loss,3.2240481638908385
M,baseline,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,test_loss,3.275023250635768
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:arc_challenge:acc_norm,0.24658703071672355
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:arc_easy:acc_norm,0.47895622895622897
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:hellaswag:acc_norm,0.36666002788289187
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:lambada_openai:acc,0.3859887444207258
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:piqa:acc_norm,0.6702937976060935
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:race:acc,0.4979732468585326
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:siqa:acc,0.38178096212896623
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream:winogrande:acc,0.516179952644041
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,downstream_macro_accuracy,0.44305249890177545
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,train_loss,3.2820435619354247
M,proposed,152000,262144,39845888000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,9.788314648943002e+19,19.990707921458597,test_loss,3.342639479352815
