size,method,step,tokens_per_step,training_tokens,backward_multiplier,attention_projection_flops_per_token,attention_core_flops_per_token,active_ffn_flops_per_token,router_flops_per_token,lm_head_flops_per_token,forward_flops_per_token,training_flops,log10_training_flops,metric,value
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,downstream:lambada_openai:acc,0.3052590723850184
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,downstream:piqa:acc_norm,0.6485310119695321
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,downstream:race:acc,0.49858127280097286
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,downstream:siqa:acc,0.3766632548618219
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,downstream:winogrande:acc,0.5074980268350434
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,downstream_macro_accuracy,0.4140065266176773
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,train_loss,3.514465317726135
M,proposed,20000,262144,5242880000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.287936138018816e+19,19.109894329177806,test_loss,3.5900139981117882
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:arc_challenge:acc_norm,0.25426621160409557
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:arc_easy:acc_norm,0.44023569023569026
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:hellaswag:acc_norm,0.3611830312686716
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:lambada_openai:acc,0.3863768678439744
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:piqa:acc_norm,0.6566920565832427
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:race:acc,0.4989866234292663
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:siqa:acc,0.38331627430910953
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:winogrande:acc,0.5027624309392266
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream_macro_accuracy,0.4354773982766596
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,train_loss,3.2894691467285155
M,baseline,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,test_loss,3.351248434445259
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:arc_challenge:acc_norm,0.2431740614334471
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:arc_easy:acc_norm,0.44907407407407407
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:hellaswag:acc_norm,0.34953196574387574
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:lambada_openai:acc,0.361925092179313
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:piqa:acc_norm,0.6534276387377584
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:race:acc,0.4995946493717065
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:siqa:acc,0.3828045035823951
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream:winogrande:acc,0.5177584846093133
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,downstream_macro_accuracy,0.4321613087164854
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,train_loss,3.348851957321167
M,proposed,40000,262144,10485760000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,2.575872276037632e+19,19.410924324841787,test_loss,3.4243474831679
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:arc_challenge:acc_norm,0.257679180887372
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:arc_easy:acc_norm,0.4553872053872054
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:hellaswag:acc_norm,0.3725353515236009
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:lambada_openai:acc,0.402483989908791
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:piqa:acc_norm,0.6637649619151251
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:race:acc,0.4977705715443859
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:siqa:acc,0.3843398157625384
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:winogrande:acc,0.5074980268350434
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream_macro_accuracy,0.44268238797050774
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,train_loss,3.2572926902770996
M,baseline,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,test_loss,3.311295823500886
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:arc_challenge:acc_norm,0.24232081911262798
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:arc_easy:acc_norm,0.4701178451178451
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:hellaswag:acc_norm,0.3573989245170285
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:lambada_openai:acc,0.38482437415098003
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:piqa:acc_norm,0.6648531011969532
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:race:acc,0.5002026753141467
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:siqa:acc,0.3797338792221085
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream:winogrande:acc,0.5090765588003157
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,downstream_macro_accuracy,0.4385660221790007
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,train_loss,3.318096327781677
M,proposed,76000,262144,19922944000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,4.894157324471501e+19,19.689677925794616,test_loss,3.3844738286261684
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:arc_challenge:acc_norm,0.25597269624573377
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:arc_easy:acc_norm,0.4583333333333333
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:hellaswag:acc_norm,0.38498307110137425
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:lambada_openai:acc,0.4170386182806132
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:piqa:acc_norm,0.6730141458106638
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:race:acc,0.4979732468585326
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:siqa:acc,0.39201637666325484
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:winogrande:acc,0.500394632991318
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream_macro_accuracy,0.447465765160603
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,train_loss,3.2158837485313416
M,baseline,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,test_loss,3.2726540812532456
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:arc_challenge:acc_norm,0.24829351535836178
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:arc_easy:acc_norm,0.47264309764309764
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:hellaswag:acc_norm,0.37024497112129057
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:lambada_openai:acc,0.3976324471181836
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:piqa:acc_norm,0.6724700761697497
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:race:acc,0.4995946493717065
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:siqa:acc,0.3843398157625384
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream:winogrande:acc,0.5169692186266772
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,downstream_macro_accuracy,0.44527347389645067
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,train_loss,3.2736894130706786
M,proposed,156000,262144,40894464000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.0045901876546765e+20,20.001988931868283,test_loss,3.3396879925173164
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:arc_challenge:acc_norm,0.2568259385665529
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:arc_easy:acc_norm,0.46296296296296297
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:hellaswag:acc_norm,0.38767177853017326
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:lambada_openai:acc,0.4232485930525907
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:piqa:acc_norm,0.6702937976060935
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:race:acc,0.5006080259424402
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:siqa:acc,0.3940634595701126
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:winogrande:acc,0.4988161010260458
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream_macro_accuracy,0.4493113321571215
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,train_loss,3.2062822079658506
M,baseline,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,test_loss,3.2681387176961145
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:arc_challenge:acc_norm,0.24829351535836178
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:arc_easy:acc_norm,0.48274410774410775
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:hellaswag:acc_norm,0.3707428799044015
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:lambada_openai:acc,0.3966621385600621
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:piqa:acc_norm,0.6751904243743199
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:race:acc,0.5006080259424402
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:siqa:acc,0.3843398157625384
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream:winogrande:acc,0.5122336227308603
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,downstream_macro_accuracy,0.4463518162971365
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,train_loss,3.263474154472351
M,proposed,172000,262144,45088768000,3.0,169869312.0,75571200.0,339738624.0,294912.0,233373696.0,818847744.0,1.1076250786961818e+20,20.044392780421372,test_loss,3.3353077207026476
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:arc_challenge:acc_norm,0.24232081911262798
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:arc_easy:acc_norm,0.43602693602693604
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:hellaswag:acc_norm,0.3178649671380203
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:lambada_openai:acc,0.29885503590141665
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:piqa:acc_norm,0.6371055495103374
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:race:acc,0.4993919740575598
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:siqa:acc,0.3858751279426817
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:winogrande:acc,0.494869771112865
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream_macro_accuracy,0.41403877260030564
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,train_loss,3.502749102115631
L,baseline,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,test_loss,3.562425466110513
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:arc_challenge:acc_norm,0.23720136518771331
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:arc_easy:acc_norm,0.43097643097643096
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:hellaswag:acc_norm,0.3073093009360685
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:lambada_openai:acc,0.2910925674364448
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:piqa:acc_norm,0.6332970620239391
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:race:acc,0.49574381840291853
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:siqa:acc,0.3828045035823951
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream:winogrande:acc,0.5138121546961326
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,downstream_macro_accuracy,0.41152965040525535
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,train_loss,3.5637050533294676
L,proposed,12000,262144,3145728000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,1.4025009546657792e+19,19.146903165547407,test_loss,3.6436077203685353
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:arc_challenge:acc_norm,0.2551194539249147
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:arc_easy:acc_norm,0.45664983164983164
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:hellaswag:acc_norm,0.35261900019916353
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:lambada_openai:acc,0.33165146516592275
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:piqa:acc_norm,0.6539717083786725
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:race:acc,0.49858127280097286
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:siqa:acc,0.38689866939611056
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream:winogrande:acc,0.494869771112865
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,downstream_macro_accuracy,0.42879514657855666
L,baseline,20000,262144,5242880000,3.0,352321536.0,117555200.0,704643072.0,458752.0,311164928.0,1486143488.0,2.337501591109632e+19,19.368751915163763,train_loss,3.3587014150619505
