layer,metric,role,band_index,band,estimate,ci_low,ci_high,bootstrap_sign_p,bootstrap_q
16,e,fine,1,F1,2.4489705766075844,2.4438010045031175,2.6464109670268314,,
16,e,fine,2,F2,1.7886557114408557,1.7827560004288294,1.9093938101663064,,
16,e,fine,3,F3,1.5165300107887356,1.463624579755002,1.5386691750875272,,
16,e,fine,4,F4,1.325463101184687,1.2669351220813465,1.3452478532362298,,
16,e,fine,5,F5,1.1121212762767498,1.034580931893753,1.1002240807508226,,
16,e,fine,6,F6,1.0567768339014305,0.9837807969468508,1.0544064588081987,,
16,e,fine,7,F7,0.9252917430526721,0.9129197613982538,0.9674560045318994,,
16,e,fine,8,F8,0.8697119100814837,0.8456789541196946,0.8954394981563885,,
16,e,fine,9,F9,0.8174707522431885,0.7906988683505753,0.830375936441864,,
16,e,fine,10,F10,0.7553983212433532,0.7289002999675769,0.7815813790512817,,
16,e,fine,11,F11,0.6688206404024107,0.6509913045000287,0.6879935401998929,,
16,e,fine,12,F12,0.6386146865930624,0.6116859888965142,0.6473477639446219,,
16,e,fine,13,F13,0.6151242346457108,0.5898849335077259,0.628572196590029,,
16,e,fine,14,F14,0.5635559361593743,0.5331672836366842,0.5804317780028209,,
16,e,fine,15,F15,0.483091713758468,0.45223394500547776,0.48295126425099305,,
16,e,fine,16,F16,0.4144032861356754,0.4093046518779884,0.4443965399128838,,
16,e,fine_vs_coarse_log_ratio,1,F1,-0.05210690091912014,-0.1422561913680634,0.0685853519322567,0.18690654672663667,0.5858745504095243
16,e,fine_vs_coarse_log_ratio,2,F2,-0.009415443558445622,-0.052440800745050045,0.07805253959760625,0.2958520739630185,0.6814958279615057
16,e,fine_vs_coarse_log_ratio,3,F3,-0.06413581918945585,-0.1639011588680243,-0.027858958810236978,0.223888055972014,0.6024624051610559
16,e,fine_vs_coarse_log_ratio,4,F4,0.02223976743613013,-0.062316056978836916,0.08204015219256491,0.3498250874562719,0.7161660549035828
16,e,fine_vs_coarse_log_ratio,5,F5,0.11019775395895463,0.004957123668182406,0.21908287445245425,0.047976011994003,0.33811665595773543
16,e,fine_vs_coarse_log_ratio,6,F6,0.03747622799870278,-0.0850883677654664,0.10640000395810363,0.19790104947526238,0.5858745504095243
16,e,fine_vs_coarse_log_ratio,7,F7,0.0500435119692557,0.004628207877337059,0.15526368391060538,0.5847076461769115,0.8830278738181928
16,e,fine_vs_coarse_log_ratio,8,F8,0.06354974804293172,0.004480878398758659,0.14019980076547695,0.12193903048475763,0.5019283461717416
16,e,fine_vs_coarse_log_ratio,9,F9,0.020585787851185745,-0.03763948478518934,0.08874110574318653,0.4737631184407796,0.8106681122715479
16,e,fine_vs_coarse_log_ratio,10,F10,-0.04009537828479198,-0.12594306455854248,0.01948933926706141,0.4257871064467766,0.7732084877806494
16,e,fine_vs_coarse_log_ratio,11,F11,0.0019690479742681447,-0.07432577910047364,0.09612078774109384,0.9725137431284357,1.0
16,e,fine_vs_coarse_log_ratio,12,F12,-0.06488584310552345,-0.1660484779255906,-0.0033526802150773694,0.28585707146426786,0.6685790962786323
16,e,fine_vs_coarse_log_ratio,13,F13,0.05261468311113467,-0.008801559559273961,0.10712675028155814,0.06196901549225387,0.34609110539070087
16,e,fine_vs_coarse_log_ratio,14,F14,-0.012055141532283434,-0.13507970753761175,0.06974844676412384,0.8995502248875562,1.0
16,e,fine_vs_coarse_log_ratio,15,F15,-0.0034271235469129713,-0.12147017813274785,0.03592438748092704,0.4687656171914043,0.8106681122715479
16,e,fine_vs_coarse_log_ratio,16,F16,-0.004116883554611985,-0.037813949752785084,0.0881559993192724,0.383808095952024,0.7488452495063943
16,q_enrichment,coarse,1,F1,0.19310480939043367,0.17637905102577164,0.212689636919298,,
16,q_enrichment,coarse,2,F2,0.4480334970536771,0.41921706537353676,0.4923562657637695,,
16,q_enrichment,coarse,3,F3,0.7075252538643084,0.6773263140500151,0.7840957779820218,,
16,q_enrichment,coarse,4,F4,0.831864138860482,0.7787690248155172,0.8969498709352398,,
16,q_enrichment,coarse,5,F5,0.8507829306296305,0.7359440562648554,0.9052717336987517,,
16,q_enrichment,coarse,6,F6,1.1041953640549063,1.0253643896936462,1.1770729477396227,,
16,q_enrichment,coarse,7,F7,1.1686567205816811,1.072305800587328,1.2478378022925942,,
16,q_enrichment,coarse,8,F8,1.31004847054818,1.2236395429524853,1.3888027448667943,,
16,q_enrichment,coarse,9,F9,1.4836486986904753,1.3869580928669816,1.5463202516901808,,
16,q_enrichment,coarse,10,F10,1.482898303936848,1.409876206146561,1.6237770583638051,,
16,q_enrichment,coarse,11,F11,1.2588577884140373,1.1792466943393327,1.3416768609374716,,
16,q_enrichment,coarse,12,F12,1.2851109408993118,1.2076100751811447,1.3900402121740725,,
16,q_enrichment,coarse,13,F13,1.100613244188099,1.0457413424087751,1.158872015990054,,
16,q_enrichment,coarse,14,F14,1.0757086486348455,0.9742907297353651,1.22189342532381,,
16,q_enrichment,coarse,15,F15,0.9141976653948867,0.8620543619476116,0.9942852074802841,,
16,q_enrichment,coarse,16,F16,0.7847535248581977,0.7502722551869254,0.83531879044007,,
16,q_enrichment,fine,1,F1,0.18818476435555825,0.18538635311748944,0.2034273363746244,,
16,q_enrichment,fine,2,F2,0.43693019269626804,0.4351014591769418,0.47240684438681413,,
16,q_enrichment,fine,3,F3,0.6548553072779683,0.6350940191643696,0.6716904587645174,,
16,q_enrichment,fine,4,F4,0.840352671494272,0.8119563465347029,0.8615454767907409,,
16,q_enrichment,fine,5,F5,0.9371535747935592,0.8779476283504156,0.9344378514778278,,
16,q_enrichment,fine,6,F6,1.1290109256081804,1.063400786368274,1.1316306762606423,,
16,q_enrichment,fine,7,F7,1.2151580461204354,1.2107340311292132,1.2838005315594405,,
16,q_enrichment,fine,8,F8,1.3766871074609417,1.3455115437712326,1.427439489703869,,
16,q_enrichment,fine,9,F9,1.499353899048574,1.464693887996065,1.5327529340517903,,
16,q_enrichment,fine,10,F10,1.40937674113233,1.376946330545734,1.4620893151078047,,
16,q_enrichment,fine,11,F11,1.2478452879072828,1.2293238982411898,1.291130071650809,,
16,q_enrichment,fine,12,F12,1.1914888775221326,1.1554952261160956,1.2141488473171493,,
16,q_enrichment,fine,13,F13,1.1476617662374817,1.1156861986345021,1.175077900745739,,
16,q_enrichment,fine,14,F14,1.0514487375281893,1.0090298228056385,1.0842268683483298,,
16,q_enrichment,fine,15,F15,0.9013234282837753,0.8532506523593593,0.904402155365277,,
16,q_enrichment,fine,16,F16,0.7731686725330504,0.7739632418203296,0.8314876754840538,,
16,q_enrichment,fine_vs_coarse_log_ratio,1,F1,-0.02580882600674608,-0.10414490054821156,0.11022821739278671,0.3428285857071464,0.7658661235420026
16,q_enrichment,fine_vs_coarse_log_ratio,2,F2,-0.025094559607276464,-0.08026800223380195,0.0769743512618315,0.22088955522238882,0.7068465767116442
16,q_enrichment,fine_vs_coarse_log_ratio,3,F3,-0.07735901707518135,-0.17636900677321682,-0.03415682626916067,0.12093953023488256,0.582082942268703
16,q_enrichment,fine_vs_coarse_log_ratio,4,F4,0.01015251789490827,-0.07107798097044875,0.07435367880415009,0.6626686656671664,0.9430284857571215
16,q_enrichment,fine_vs_coarse_log_ratio,5,F5,0.09669014893974984,-0.002804211956704189,0.21254138247148324,0.10494752623688156,0.559720139930035
16,q_enrichment,fine_vs_coarse_log_ratio,6,F6,0.022225069970482167,-0.08423248116037649,0.08263762555030806,0.31384307846076964,0.756066411238825
16,q_enrichment,fine_vs_coarse_log_ratio,7,F7,0.039019160275766886,-0.0003493896305251376,0.14873136087120667,0.800599700149925,0.9704432037559952
16,q_enrichment,fine_vs_coarse_log_ratio,8,F8,0.049615829282163335,-0.01039112438299404,0.13144550983876274,0.2988505747126437,0.7433594127306095
16,q_enrichment,fine_vs_coarse_log_ratio,9,F9,0.01052989057666099,-0.03685770194938059,0.07736427781931796,0.7566216891554223,0.9632689031828171
16,q_enrichment,fine_vs_coarse_log_ratio,10,F10,-0.05085090714937227,-0.12732426494175833,0.008905444867210718,0.22288855572213892,0.7087793001894775
16,q_enrichment,fine_vs_coarse_log_ratio,11,F11,-0.008786498456974195,-0.07025576724626803,0.07464223670908154,0.6956521739130435,0.9478098479364437
16,q_enrichment,fine_vs_coarse_log_ratio,12,F12,-0.07564136729105166,-0.16337893910668408,-0.019304552964314547,0.11094452773613193,0.5661996587912941
16,q_enrichment,fine_vs_coarse_log_ratio,13,F13,0.04185910659448196,-0.014401265117027384,0.09340421815388779,0.12093953023488256,0.582082942268703
16,q_enrichment,fine_vs_coarse_log_ratio,14,F14,-0.02281068921401201,-0.14451734052919998,0.0596023841868229,0.8735632183908046,0.9907077112784606
16,q_enrichment,fine_vs_coarse_log_ratio,15,F15,-0.01418265307639898,-0.13032360566150497,0.026818117194631806,0.7976011994002998,0.9704432037559952
16,q_enrichment,fine_vs_coarse_log_ratio,16,F16,-0.014872457535483058,-0.03915804335012617,0.0742173491670546,0.11094452773613193,0.5661996587912941
16,j_enrichment,coarse,1,F1,1.143240101527741,1.0608256239015352,1.2861057865203225,,
16,j_enrichment,coarse,2,F2,1.0791010108428138,1.0158858136259574,1.1704993616842954,,
16,j_enrichment,coarse,3,F3,1.0606245006907271,1.0138641584110555,1.164754543979146,,
16,j_enrichment,coarse,4,F4,0.9640635061756546,0.9002225720325997,1.0379773876919567,,
16,j_enrichment,coarse,5,F5,0.8422048690962425,0.7262728969174559,0.8957691160695475,,
16,j_enrichment,coarse,6,F6,0.9123756374010152,0.8370307495257885,0.9846343704452857,,
16,j_enrichment,coarse,7,F7,0.9887466162645991,0.9031434713234532,1.0525284479352166,,
16,j_enrichment,coarse,8,F8,0.9495148923636602,0.8829814837703466,1.0049097866238903,,
16,j_enrichment,coarse,9,F9,0.9760669479031717,0.9060645838525592,1.021598569393323,,
16,j_enrichment,coarse,10,F10,1.0503272323894437,0.9983294241929621,1.140328150399291,,
16,j_enrichment,coarse,11,F11,1.011756861488274,0.9274072986133475,1.0879635068974518,,
16,j_enrichment,coarse,12,F12,1.0524501818033367,0.9824304878856633,1.1432509044725017,,
16,j_enrichment,coarse,13,F13,0.9408397928788836,0.8921570816825419,0.9867085056519188,,
16,j_enrichment,coarse,14,F14,0.9992617518828797,0.9147188317240295,1.1224792295928134,,
16,j_enrichment,coarse,15,F15,0.9557894710931771,0.8997592408772837,1.0360133214327452,,
16,j_enrichment,coarse,16,F16,1.0736366261983799,1.025707159700957,1.1347172336074647,,
16,j_enrichment,fine,1,F1,1.108628281278729,1.0971408172422337,1.2181294331764632,,
16,j_enrichment,fine,2,F2,1.086043889955644,1.0766744201496699,1.1753683939335338,,
16,j_enrichment,fine,3,F3,0.9856781513445074,0.9485229910617086,1.006684384685608,,
16,j_enrichment,fine,4,F4,0.9738594179873526,0.9304001174627798,0.9968653859713467,,
16,j_enrichment,fine,5,F5,0.9152144023875586,0.8545381800413574,0.9073995579179336,,
16,j_enrichment,fine,6,F6,0.9240054143569443,0.8635301449053685,0.9268113683150395,,
16,j_enrichment,fine,7,F7,1.0455641655784744,1.0336158527019028,1.0986554896974174,,
16,j_enrichment,fine,8,F8,1.0083226946989998,0.9831309309361579,1.0427779141890556,,
16,j_enrichment,fine,9,F9,0.9878312829376935,0.9564989803014723,1.0076990139439237,,
16,j_enrichment,fine,10,F10,1.0046352714633304,0.9801198437406073,1.0360964936379657,,
16,j_enrichment,fine,11,F11,1.0109059133167484,0.9895014888253614,1.0400457794525144,,
16,j_enrichment,fine,12,F12,0.9746263563877964,0.9380272450473737,0.9927823775366695,,
16,j_enrichment,fine,13,F13,0.9816367645171256,0.9459761071066682,1.003628063062574,,
16,j_enrichment,fine,14,F14,0.9758831190026139,0.9236527924600787,1.0054234723886115,,
16,j_enrichment,fine,15,F15,0.9307923265764755,0.8757787920109263,0.9337798460099803,,
16,j_enrichment,fine,16,F16,1.0863725482100057,1.073480510150828,1.1746377706708488,,
16,j_enrichment,fine_vs_coarse_log_ratio,1,F1,-0.030742956848122154,-0.14176113221119077,0.11456378683819832,0.3808095952023988,0.8670741552300772
16,j_enrichment,fine_vs_coarse_log_ratio,2,F2,0.006413337885601824,-0.04673698246044389,0.10918455599049544,0.5757121439280359,0.920742492715456
16,j_enrichment,fine_vs_coarse_log_ratio,3,F3,-0.07328328241765447,-0.17634702319022388,-0.02737289402966457,0.1679160419790105,0.7761314148120745
16,j_enrichment,fine_vs_coarse_log_ratio,4,F4,0.010109788293758463,-0.07818469587108713,0.07218691661502094,0.5717141429285357,0.9197140560154705
16,j_enrichment,fine_vs_coarse_log_ratio,5,F5,0.08313506026373241,-0.023905270062331035,0.197012752995255,0.14392803598200898,0.7761314148120745
