site,layer,unit,band_index,band,metric,log_discriminability,basis_stability_pass,audit_scope
attention,2,25,8,F8,coarse,-1.2865892628042306,True,global_design_selected_unit
attention,2,25,8,F8,fine,-1.0538151350276916,True,global_design_selected_unit
attention,2,25,8,F8,fine_relative,0.23277412777653897,True,global_design_selected_unit
attention,3,25,1,F1,coarse,-0.8251569406845354,True,global_design_selected_unit
attention,3,25,1,F1,fine,-0.27926811498605425,True,global_design_selected_unit
attention,3,25,1,F1,fine_relative,0.5458888256984812,True,global_design_selected_unit
attention,3,25,2,F2,coarse,-0.5485787115830869,True,global_design_selected_unit
attention,3,25,2,F2,fine,-0.32383587256113194,True,global_design_selected_unit
attention,3,25,2,F2,fine_relative,0.2247428390219549,True,global_design_selected_unit
attention,3,25,3,F3,coarse,-0.8464283850056364,True,global_design_selected_unit
attention,3,25,3,F3,fine,-0.5233893460315662,True,global_design_selected_unit
attention,3,25,3,F3,fine_relative,0.3230390389740702,True,global_design_selected_unit
attention,3,25,4,F4,coarse,-0.6950026019462427,True,global_design_selected_unit
attention,3,25,4,F4,fine,-0.10403966686901663,True,global_design_selected_unit
attention,3,25,4,F4,fine_relative,0.5909629350772262,True,global_design_selected_unit
attention,3,25,5,F5,coarse,-0.4075584012461525,True,global_design_selected_unit
attention,3,25,5,F5,fine,-0.22134902231473036,True,global_design_selected_unit
attention,3,25,5,F5,fine_relative,0.18620937893142217,True,global_design_selected_unit
attention,3,25,6,F6,coarse,-0.8441967231691393,True,global_design_selected_unit
attention,3,25,6,F6,fine,-0.43782587759846187,True,global_design_selected_unit
attention,3,25,6,F6,fine_relative,0.4063708455706774,True,global_design_selected_unit
attention,3,25,7,F7,coarse,-0.4902418302445437,True,global_design_selected_unit
attention,3,25,7,F7,fine,-0.21785251361417093,True,global_design_selected_unit
attention,3,25,7,F7,fine_relative,0.27238931663037286,True,global_design_selected_unit
attention,3,25,8,F8,coarse,-0.42531650033762664,True,global_design_selected_unit
attention,3,25,8,F8,fine,-0.4521379739929946,True,global_design_selected_unit
attention,3,25,8,F8,fine_relative,-0.026821473655367942,True,global_design_selected_unit
attention,4,25,1,F1,coarse,-0.0011970981547406092,True,global_design_selected_unit
attention,4,25,1,F1,fine,-1.2565610618409484,True,global_design_selected_unit
attention,4,25,1,F1,fine_relative,-1.2553639636862077,True,global_design_selected_unit
attention,4,25,2,F2,coarse,-0.1902354509983024,True,global_design_selected_unit
attention,4,25,2,F2,fine,-1.2013235205669452,True,global_design_selected_unit
attention,4,25,2,F2,fine_relative,-1.0110880695686428,True,global_design_selected_unit
attention,4,25,3,F3,coarse,-0.23136450515327958,True,global_design_selected_unit
attention,4,25,3,F3,fine,-1.2104256190220153,True,global_design_selected_unit
attention,4,25,3,F3,fine_relative,-0.9790611138687357,True,global_design_selected_unit
attention,4,25,4,F4,coarse,-0.4241298721678275,False,global_design_selected_unit
attention,4,25,4,F4,fine,-1.1214223328715416,False,global_design_selected_unit
attention,4,25,4,F4,fine_relative,-0.697292460703714,False,global_design_selected_unit
attention,4,25,5,F5,coarse,-0.6458570055656292,False,global_design_selected_unit
attention,4,25,5,F5,fine,-1.1542331736659297,False,global_design_selected_unit
attention,4,25,5,F5,fine_relative,-0.5083761681003006,False,global_design_selected_unit
attention,4,25,6,F6,coarse,-0.5621456695113299,False,global_design_selected_unit
attention,4,25,6,F6,fine,-1.2055440047689634,False,global_design_selected_unit
attention,4,25,6,F6,fine_relative,-0.6433983352576335,False,global_design_selected_unit
attention,4,25,7,F7,coarse,-0.6545443766943433,True,global_design_selected_unit
attention,4,25,7,F7,fine,-1.2153971043404155,True,global_design_selected_unit
attention,4,25,7,F7,fine_relative,-0.5608527276460722,True,global_design_selected_unit
attention,4,25,8,F8,coarse,-0.9688465825437073,True,global_design_selected_unit
attention,4,25,8,F8,fine,-1.0482222140395048,True,global_design_selected_unit
attention,4,25,8,F8,fine_relative,-0.07937563149579752,True,global_design_selected_unit
attention,5,25,1,F1,coarse,0.3613405685989841,True,global_design_selected_unit
attention,5,25,1,F1,fine,-0.43611304717256666,True,global_design_selected_unit
attention,5,25,1,F1,fine_relative,-0.7974536157715508,True,global_design_selected_unit
attention,5,25,2,F2,coarse,-0.22795555241459398,True,global_design_selected_unit
attention,5,25,2,F2,fine,-0.4060073855995994,True,global_design_selected_unit
attention,5,25,2,F2,fine_relative,-0.17805183318500553,True,global_design_selected_unit
attention,5,25,3,F3,coarse,-0.0008223189528944868,True,global_design_selected_unit
attention,5,25,3,F3,fine,-0.6432350449757673,True,global_design_selected_unit
attention,5,25,3,F3,fine_relative,-0.6424127260228729,True,global_design_selected_unit
attention,5,25,4,F4,coarse,0.353177003548832,True,global_design_selected_unit
attention,5,25,4,F4,fine,-0.5285834775890541,True,global_design_selected_unit
attention,5,25,4,F4,fine_relative,-0.8817604811378861,True,global_design_selected_unit
attention,5,25,5,F5,coarse,0.2412425947500404,True,global_design_selected_unit
attention,5,25,5,F5,fine,-0.42335546221385667,True,global_design_selected_unit
attention,5,25,5,F5,fine_relative,-0.6645980569638972,True,global_design_selected_unit
attention,5,25,6,F6,coarse,0.012709711235475332,True,global_design_selected_unit
attention,5,25,6,F6,fine,-0.7165434884219269,True,global_design_selected_unit
attention,5,25,6,F6,fine_relative,-0.7292531996574023,True,global_design_selected_unit
attention,5,25,7,F7,coarse,0.39004975488552807,True,global_design_selected_unit
attention,5,25,7,F7,fine,-0.48775524419327704,True,global_design_selected_unit
attention,5,25,7,F7,fine_relative,-0.877804999078805,True,global_design_selected_unit
attention,5,25,8,F8,coarse,0.4024500311951817,True,global_design_selected_unit
attention,5,25,8,F8,fine,-0.6508481857323639,True,global_design_selected_unit
attention,5,25,8,F8,fine_relative,-1.0532982169275458,True,global_design_selected_unit
attention,6,25,1,F1,coarse,-0.19097163975697654,True,global_design_selected_unit
attention,6,25,1,F1,fine,-1.0995801162380963,True,global_design_selected_unit
attention,6,25,1,F1,fine_relative,-0.9086084764811198,True,global_design_selected_unit
attention,6,25,2,F2,coarse,-0.4610131524692798,False,global_design_selected_unit
attention,6,25,2,F2,fine,-1.0629302898821793,False,global_design_selected_unit
attention,6,25,2,F2,fine_relative,-0.6019171374128994,False,global_design_selected_unit
attention,6,25,3,F3,coarse,-0.5094151800061525,False,global_design_selected_unit
attention,6,25,3,F3,fine,-0.9319148171277302,False,global_design_selected_unit
attention,6,25,3,F3,fine_relative,-0.42249963712157756,False,global_design_selected_unit
attention,6,25,4,F4,coarse,-0.44839368881034614,False,global_design_selected_unit
attention,6,25,4,F4,fine,-1.1052940519535221,False,global_design_selected_unit
attention,6,25,4,F4,fine_relative,-0.6569003631431762,False,global_design_selected_unit
attention,6,25,5,F5,coarse,-0.4592212657874351,False,global_design_selected_unit
attention,6,25,5,F5,fine,-0.9782499192739951,False,global_design_selected_unit
attention,6,25,5,F5,fine_relative,-0.5190286534865601,False,global_design_selected_unit
attention,6,25,6,F6,coarse,-0.39002300252084343,False,global_design_selected_unit
attention,6,25,6,F6,fine,-1.094762790220707,False,global_design_selected_unit
attention,6,25,6,F6,fine_relative,-0.7047397876998638,False,global_design_selected_unit
attention,6,25,7,F7,coarse,-0.41659390955145353,False,global_design_selected_unit
attention,6,25,7,F7,fine,-0.9952071371260311,False,global_design_selected_unit
attention,6,25,7,F7,fine_relative,-0.5786132275745778,False,global_design_selected_unit
attention,6,25,8,F8,coarse,-0.5901098276608899,True,global_design_selected_unit
attention,6,25,8,F8,fine,-1.0423321842001645,True,global_design_selected_unit
attention,6,25,8,F8,fine_relative,-0.45222235653927456,True,global_design_selected_unit
attention,7,25,1,F1,coarse,-0.3873037329376785,True,global_design_selected_unit
attention,7,25,1,F1,fine,-0.7286922334502428,True,global_design_selected_unit
attention,7,25,1,F1,fine_relative,-0.34138850051256425,True,global_design_selected_unit
attention,7,25,2,F2,coarse,-0.525012170785457,True,global_design_selected_unit
attention,7,25,2,F2,fine,-0.7043194665382534,True,global_design_selected_unit
attention,7,25,2,F2,fine_relative,-0.17930729575279636,True,global_design_selected_unit
attention,7,25,3,F3,coarse,0.058028178659927515,False,global_design_selected_unit
attention,7,25,3,F3,fine,-0.6147201477482782,False,global_design_selected_unit
attention,7,25,3,F3,fine_relative,-0.6727483264082057,False,global_design_selected_unit
attention,7,25,4,F4,coarse,-0.18211519555851075,False,global_design_selected_unit
attention,7,25,4,F4,fine,-0.7081469306790417,False,global_design_selected_unit
attention,7,25,4,F4,fine_relative,-0.5260317351205309,False,global_design_selected_unit
attention,7,25,5,F5,coarse,-0.5598016015117239,False,global_design_selected_unit
attention,7,25,5,F5,fine,-0.6211424849589692,False,global_design_selected_unit
attention,7,25,5,F5,fine_relative,-0.06134088344724537,False,global_design_selected_unit
attention,7,25,6,F6,coarse,-0.08240222567519821,False,global_design_selected_unit
attention,7,25,6,F6,fine,-0.6713361974120642,False,global_design_selected_unit
attention,7,25,6,F6,fine_relative,-0.5889339717368659,False,global_design_selected_unit
attention,7,25,7,F7,coarse,-0.27665388328581964,False,global_design_selected_unit
attention,7,25,7,F7,fine,-0.7183074978829591,False,global_design_selected_unit
attention,7,25,7,F7,fine_relative,-0.44165361459713953,False,global_design_selected_unit
attention,7,25,8,F8,coarse,-0.5705427724685564,True,global_design_selected_unit
attention,7,25,8,F8,fine,-0.8121547514893588,True,global_design_selected_unit
attention,7,25,8,F8,fine_relative,-0.24161197902080223,True,global_design_selected_unit
attention,8,25,1,F1,coarse,-0.2302338440240829,True,global_design_selected_unit
attention,8,25,1,F1,fine,-0.15799603686122002,True,global_design_selected_unit
attention,8,25,1,F1,fine_relative,0.0722378071628628,True,global_design_selected_unit
attention,8,25,2,F2,coarse,0.018223345474368068,True,global_design_selected_unit
attention,8,25,2,F2,fine,-0.16983788779767367,True,global_design_selected_unit
attention,8,25,2,F2,fine_relative,-0.18806123327204174,True,global_design_selected_unit
attention,8,25,3,F3,coarse,-0.5550231597432552,True,global_design_selected_unit
attention,8,25,3,F3,fine,-0.20134349695915288,True,global_design_selected_unit
attention,8,25,3,F3,fine_relative,0.35367966278410223,True,global_design_selected_unit
attention,8,25,4,F4,coarse,-0.23732756205653455,True,global_design_selected_unit
attention,8,25,4,F4,fine,-0.29473173696056965,True,global_design_selected_unit
attention,8,25,4,F4,fine_relative,-0.05740417490403509,True,global_design_selected_unit
attention,8,25,5,F5,coarse,-0.4844695717946559,True,global_design_selected_unit
attention,8,25,5,F5,fine,-0.13769443484872484,True,global_design_selected_unit
attention,8,25,5,F5,fine_relative,0.346775136945931,True,global_design_selected_unit
attention,8,25,6,F6,coarse,-0.20413651589098353,True,global_design_selected_unit
attention,8,25,6,F6,fine,-0.18938789039194062,True,global_design_selected_unit
attention,8,25,6,F6,fine_relative,0.01474862549904291,True,global_design_selected_unit
attention,8,25,7,F7,coarse,-0.4784721702796972,True,global_design_selected_unit
attention,8,25,7,F7,fine,-0.31052329199534606,True,global_design_selected_unit
attention,8,25,7,F7,fine_relative,0.16794887828435112,True,global_design_selected_unit
attention,8,25,8,F8,coarse,-0.25392855263400615,True,global_design_selected_unit
attention,8,25,8,F8,fine,-0.47527781417600484,True,global_design_selected_unit
attention,8,25,8,F8,fine_relative,-0.22134926154199874,True,global_design_selected_unit
attention,9,25,1,F1,coarse,-0.7604857037821603,True,global_design_selected_unit
attention,9,25,1,F1,fine,-0.5403780878531156,True,global_design_selected_unit
attention,9,25,1,F1,fine_relative,0.22010761592904468,True,global_design_selected_unit
attention,9,25,2,F2,coarse,-0.6988032909273418,True,global_design_selected_unit
attention,9,25,2,F2,fine,-0.3161510686877204,True,global_design_selected_unit
attention,9,25,2,F2,fine_relative,0.38265222223962136,True,global_design_selected_unit
attention,9,25,3,F3,coarse,-0.5837693300761477,False,global_design_selected_unit
attention,9,25,3,F3,fine,-0.3304553505843492,False,global_design_selected_unit
attention,9,25,3,F3,fine_relative,0.2533139794917984,False,global_design_selected_unit
attention,9,25,4,F4,coarse,-0.7013683970413493,False,global_design_selected_unit
attention,9,25,4,F4,fine,-0.5269150039127145,False,global_design_selected_unit
attention,9,25,4,F4,fine_relative,0.17445339312863473,False,global_design_selected_unit
attention,9,25,5,F5,coarse,-0.4496051612003126,False,global_design_selected_unit
attention,9,25,5,F5,fine,-0.3479062785440355,False,global_design_selected_unit
attention,9,25,5,F5,fine_relative,0.10169888265627708,False,global_design_selected_unit
attention,9,25,6,F6,coarse,-0.7588789718460149,False,global_design_selected_unit
attention,9,25,6,F6,fine,-0.33183362668907124,False,global_design_selected_unit
attention,9,25,6,F6,fine_relative,0.4270453451569437,False,global_design_selected_unit
attention,9,25,7,F7,coarse,-0.6241451410704439,False,global_design_selected_unit
attention,9,25,7,F7,fine,-0.34727855132655283,False,global_design_selected_unit
attention,9,25,7,F7,fine_relative,0.27686658974389117,False,global_design_selected_unit
attention,9,25,8,F8,coarse,-0.543400518101936,True,global_design_selected_unit
attention,9,25,8,F8,fine,-0.3441684713407044,True,global_design_selected_unit
attention,9,25,8,F8,fine_relative,0.1992320467612317,True,global_design_selected_unit
attention,10,25,1,F1,coarse,0.6920011983333628,True,global_design_selected_unit
attention,10,25,1,F1,fine,-0.9890151998029538,True,global_design_selected_unit
attention,10,25,1,F1,fine_relative,-1.6810163981363166,True,global_design_selected_unit
attention,10,25,2,F2,coarse,0.654473980107726,False,global_design_selected_unit
attention,10,25,2,F2,fine,-0.9623584806768958,False,global_design_selected_unit
attention,10,25,2,F2,fine_relative,-1.6168324607846216,False,global_design_selected_unit
attention,10,25,3,F3,coarse,0.9273659018619933,False,global_design_selected_unit
attention,10,25,3,F3,fine,-0.8467115039427346,False,global_design_selected_unit
attention,10,25,3,F3,fine_relative,-1.774077405804728,False,global_design_selected_unit
attention,10,25,4,F4,coarse,0.6447188484121892,False,global_design_selected_unit
attention,10,25,4,F4,fine,-0.8161801345356144,False,global_design_selected_unit
attention,10,25,4,F4,fine_relative,-1.4608989829478036,False,global_design_selected_unit
attention,10,25,5,F5,coarse,1.1247493096124872,False,global_design_selected_unit
attention,10,25,5,F5,fine,-0.8214142455818151,False,global_design_selected_unit
attention,10,25,5,F5,fine_relative,-1.9461635551943024,False,global_design_selected_unit
attention,10,25,6,F6,coarse,0.45328252404658453,False,global_design_selected_unit
attention,10,25,6,F6,fine,-0.8900682335631299,False,global_design_selected_unit
attention,10,25,6,F6,fine_relative,-1.3433507576097146,False,global_design_selected_unit
attention,10,25,7,F7,coarse,0.6647976264376008,False,global_design_selected_unit
attention,10,25,7,F7,fine,-0.8922459337885008,False,global_design_selected_unit
attention,10,25,7,F7,fine_relative,-1.5570435602261017,False,global_design_selected_unit
attention,10,25,8,F8,coarse,0.13534255292050634,False,global_design_selected_unit
attention,10,25,8,F8,fine,-0.7429681432511354,False,global_design_selected_unit
attention,10,25,8,F8,fine_relative,-0.8783106961716417,False,global_design_selected_unit
attention,11,25,1,F1,coarse,-0.027737792774819615,True,global_design_selected_unit
attention,11,25,1,F1,fine,-0.691614927286272,True,global_design_selected_unit
attention,11,25,1,F1,fine_relative,-0.6638771345114526,True,global_design_selected_unit
attention,11,25,2,F2,coarse,-0.45098631331400474,False,global_design_selected_unit
attention,11,25,2,F2,fine,-0.7327253166021384,False,global_design_selected_unit
attention,11,25,2,F2,fine_relative,-0.28173900328813367,False,global_design_selected_unit
attention,11,25,3,F3,coarse,0.06517914616282337,False,global_design_selected_unit
attention,11,25,3,F3,fine,-0.6573737349917372,False,global_design_selected_unit
attention,11,25,3,F3,fine_relative,-0.7225528811545605,False,global_design_selected_unit
attention,11,25,4,F4,coarse,-0.4975593116535808,False,global_design_selected_unit
attention,11,25,4,F4,fine,-0.6084505565159195,False,global_design_selected_unit
attention,11,25,4,F4,fine_relative,-0.11089124486233869,False,global_design_selected_unit
attention,11,25,5,F5,coarse,-0.3135382135771886,False,global_design_selected_unit
attention,11,25,5,F5,fine,-0.6103887892518229,False,global_design_selected_unit
attention,11,25,5,F5,fine_relative,-0.2968505756746343,False,global_design_selected_unit
attention,11,25,6,F6,coarse,0.11957935865201619,False,global_design_selected_unit
attention,11,25,6,F6,fine,-0.5738484801880979,False,global_design_selected_unit
attention,11,25,6,F6,fine_relative,-0.6934278388401142,False,global_design_selected_unit
attention,11,25,7,F7,coarse,-0.5484496949945941,False,global_design_selected_unit
attention,11,25,7,F7,fine,-0.40852913184402734,False,global_design_selected_unit
attention,11,25,7,F7,fine_relative,0.1399205631505666,False,global_design_selected_unit
attention,11,25,8,F8,coarse,0.4896727459969255,False,global_design_selected_unit
attention,11,25,8,F8,fine,-0.6748668835906498,False,global_design_selected_unit
attention,11,25,8,F8,fine_relative,-1.1645396295875752,False,global_design_selected_unit
attention,12,25,1,F1,coarse,-0.5756326537537583,True,global_design_selected_unit
attention,12,25,1,F1,fine,-0.2658544832881163,True,global_design_selected_unit
attention,12,25,1,F1,fine_relative,0.309778170465642,True,global_design_selected_unit
attention,12,25,2,F2,coarse,-0.28309679058766907,False,global_design_selected_unit
attention,12,25,2,F2,fine,-0.6698259486610687,False,global_design_selected_unit
attention,12,25,2,F2,fine_relative,-0.3867291580733997,False,global_design_selected_unit
attention,12,25,3,F3,coarse,0.1567981914856671,False,global_design_selected_unit
attention,12,25,3,F3,fine,-0.5931065892100589,False,global_design_selected_unit
attention,12,25,3,F3,fine_relative,-0.7499047806957261,False,global_design_selected_unit
attention,12,25,4,F4,coarse,0.2444088584572984,False,global_design_selected_unit
attention,12,25,4,F4,fine,-0.5734484437498013,False,global_design_selected_unit
attention,12,25,4,F4,fine_relative,-0.8178573022070997,False,global_design_selected_unit
attention,12,25,5,F5,coarse,-0.2419811911564073,False,global_design_selected_unit
attention,12,25,5,F5,fine,-0.6669217108941323,False,global_design_selected_unit
attention,12,25,5,F5,fine_relative,-0.4249405197377251,False,global_design_selected_unit
attention,12,25,6,F6,coarse,-0.4133808809691739,False,global_design_selected_unit
attention,12,25,6,F6,fine,-0.5873304813886557,False,global_design_selected_unit
attention,12,25,6,F6,fine_relative,-0.17394960041948185,False,global_design_selected_unit
attention,12,25,7,F7,coarse,-0.6921877055845118,False,global_design_selected_unit
attention,12,25,7,F7,fine,-0.5365442181304042,False,global_design_selected_unit
attention,12,25,7,F7,fine_relative,0.15564348745410772,False,global_design_selected_unit
attention,12,25,8,F8,coarse,-0.06146685398902064,False,global_design_selected_unit
attention,12,25,8,F8,fine,-0.5845772746594008,False,global_design_selected_unit
attention,12,25,8,F8,fine_relative,-0.5231104206703802,False,global_design_selected_unit
attention,13,25,1,F1,coarse,-0.3418237064066198,True,global_design_selected_unit
attention,13,25,1,F1,fine,-1.0968826250988308,True,global_design_selected_unit
attention,13,25,1,F1,fine_relative,-0.755058918692211,True,global_design_selected_unit
attention,13,25,2,F2,coarse,-0.012138764655190086,True,global_design_selected_unit
attention,13,25,2,F2,fine,-0.891572952791938,True,global_design_selected_unit
attention,13,25,2,F2,fine_relative,-0.8794341881367479,True,global_design_selected_unit
attention,13,25,3,F3,coarse,0.12415737426701681,False,global_design_selected_unit
attention,13,25,3,F3,fine,-1.0748869228431501,False,global_design_selected_unit
attention,13,25,3,F3,fine_relative,-1.199044297110167,False,global_design_selected_unit
attention,13,25,4,F4,coarse,-0.1162164260898858,False,global_design_selected_unit
attention,13,25,4,F4,fine,-0.8235541129022477,False,global_design_selected_unit
attention,13,25,4,F4,fine_relative,-0.7073376868123618,False,global_design_selected_unit
attention,13,25,5,F5,coarse,-0.44463956128004906,False,global_design_selected_unit
attention,13,25,5,F5,fine,-0.8928862597327037,False,global_design_selected_unit
attention,13,25,5,F5,fine_relative,-0.44824669845265463,False,global_design_selected_unit
attention,13,25,6,F6,coarse,0.3676084737162089,False,global_design_selected_unit
attention,13,25,6,F6,fine,-1.2134408459334867,False,global_design_selected_unit
attention,13,25,6,F6,fine_relative,-1.5810493196496955,False,global_design_selected_unit
attention,13,25,7,F7,coarse,-0.33286910780649176,False,global_design_selected_unit
attention,13,25,7,F7,fine,-0.8372612380779767,False,global_design_selected_unit
attention,13,25,7,F7,fine_relative,-0.5043921302714849,False,global_design_selected_unit
attention,13,25,8,F8,coarse,-0.07021706451177019,True,global_design_selected_unit
attention,13,25,8,F8,fine,-0.7603451119110399,True,global_design_selected_unit
attention,13,25,8,F8,fine_relative,-0.6901280473992697,True,global_design_selected_unit
attention,14,25,1,F1,coarse,-0.9295134239795552,True,global_design_selected_unit
attention,14,25,1,F1,fine,-0.8264951358870861,True,global_design_selected_unit
attention,14,25,1,F1,fine_relative,0.10301828809246912,True,global_design_selected_unit
attention,14,25,2,F2,coarse,-0.35657603585309033,True,global_design_selected_unit
attention,14,25,2,F2,fine,-0.8106725740123142,True,global_design_selected_unit
attention,14,25,2,F2,fine_relative,-0.4540965381592238,True,global_design_selected_unit
attention,14,25,3,F3,coarse,-0.6558416968092836,False,global_design_selected_unit
attention,14,25,3,F3,fine,-0.9610261089972449,False,global_design_selected_unit
attention,14,25,3,F3,fine_relative,-0.30518441218796133,False,global_design_selected_unit
attention,14,25,4,F4,coarse,-0.8651072079234896,False,global_design_selected_unit
attention,14,25,4,F4,fine,-0.9411518847798773,False,global_design_selected_unit
attention,14,25,4,F4,fine_relative,-0.07604467685638769,False,global_design_selected_unit
attention,14,25,5,F5,coarse,-0.562442021299494,False,global_design_selected_unit
attention,14,25,5,F5,fine,-1.012691032213811,False,global_design_selected_unit
attention,14,25,5,F5,fine_relative,-0.4502490109143169,False,global_design_selected_unit
attention,14,25,6,F6,coarse,-0.7976610715079514,False,global_design_selected_unit
attention,14,25,6,F6,fine,-0.7536670936793668,False,global_design_selected_unit
attention,14,25,6,F6,fine_relative,0.043993977828584524,False,global_design_selected_unit
attention,14,25,7,F7,coarse,-0.8608989747910523,False,global_design_selected_unit
attention,14,25,7,F7,fine,-0.9166223152009164,False,global_design_selected_unit
attention,14,25,7,F7,fine_relative,-0.055723340409864104,False,global_design_selected_unit
attention,14,25,8,F8,coarse,-0.859971476881624,True,global_design_selected_unit
attention,14,25,8,F8,fine,-0.8677435835614851,True,global_design_selected_unit
attention,14,25,8,F8,fine_relative,-0.0077721066798610095,True,global_design_selected_unit
attention,15,25,1,F1,coarse,-0.6108935129893039,True,global_design_selected_unit
attention,15,25,1,F1,fine,-0.48395502546905805,True,global_design_selected_unit
attention,15,25,1,F1,fine_relative,0.1269384875202459,True,global_design_selected_unit
attention,15,25,2,F2,coarse,-0.18129483077268685,False,global_design_selected_unit
attention,15,25,2,F2,fine,-0.6158702103561822,False,global_design_selected_unit
attention,15,25,2,F2,fine_relative,-0.43457537958349524,False,global_design_selected_unit
attention,15,25,3,F3,coarse,-0.3294684781783288,False,global_design_selected_unit
attention,15,25,3,F3,fine,-0.4007490768138442,False,global_design_selected_unit
attention,15,25,3,F3,fine_relative,-0.07128059863551538,False,global_design_selected_unit
attention,15,25,4,F4,coarse,-0.4123143607583386,False,global_design_selected_unit
attention,15,25,4,F4,fine,-0.4057613965284394,False,global_design_selected_unit
attention,15,25,4,F4,fine_relative,0.00655296422989917,False,global_design_selected_unit
attention,15,25,5,F5,coarse,-0.5087051579804394,False,global_design_selected_unit
attention,15,25,5,F5,fine,-0.5033935416010124,False,global_design_selected_unit
attention,15,25,5,F5,fine_relative,0.00531161637942691,False,global_design_selected_unit
attention,15,25,6,F6,coarse,-0.6795579002371119,False,global_design_selected_unit
attention,15,25,6,F6,fine,-0.5826106414719229,False,global_design_selected_unit
attention,15,25,6,F6,fine_relative,0.09694725876518892,False,global_design_selected_unit
attention,15,25,7,F7,coarse,-0.3217247061440071,False,global_design_selected_unit
attention,15,25,7,F7,fine,-0.508913538974953,False,global_design_selected_unit
attention,15,25,7,F7,fine_relative,-0.18718883283094587,False,global_design_selected_unit
attention,15,25,8,F8,coarse,-0.02872917630753523,False,global_design_selected_unit
attention,15,25,8,F8,fine,-0.534923765114924,False,global_design_selected_unit
attention,15,25,8,F8,fine_relative,-0.5061945888073888,False,global_design_selected_unit
attention,16,25,1,F1,coarse,-0.30038640924930227,True,global_design_selected_unit
attention,16,25,1,F1,fine,-0.6325870533357557,True,global_design_selected_unit
attention,16,25,1,F1,fine_relative,-0.33220064408645356,True,global_design_selected_unit
attention,16,25,2,F2,coarse,-0.5371663228322445,True,global_design_selected_unit
attention,16,25,2,F2,fine,-0.6432397297286007,True,global_design_selected_unit
