layer,metric,role,band_index,band,estimate,ci_low,ci_high,bootstrap_sign_p
23,j,fine_vs_coarse_log_ratio,14,F14,0.4758628249509016,-0.39065570890957324,0.37114796032931285,0.0009995002498750624
23,j,fine_vs_coarse_log_ratio,15,F15,0.5454486447676883,-0.29821917848442925,0.4646174133261505,0.0009995002498750624
23,j,fine_vs_coarse_log_ratio,16,F16,0.43053408462289605,-0.4650062850194868,0.3428440958958886,0.0009995002498750624
23,e,coarse,1,F1,6.673608168846989,6.4003163673122945,7.088035000773907,
23,e,coarse,2,F2,3.332202486307978,3.195696247049639,3.524820846705405,
23,e,coarse,3,F3,2.0651179775529993,1.911494424141636,2.246598435095277,
23,e,coarse,4,F4,1.2451288644451097,1.1265005618180286,1.3195631360501916,
23,e,coarse,5,F5,0.9000149660240725,0.838809437004575,0.9601311970523918,
23,e,coarse,6,F6,0.5773985125124029,0.5043937944089242,0.6252918259052423,
23,e,coarse,7,F7,0.4147916797046976,0.35129994368004475,0.46156573922277105,
23,e,coarse,8,F8,0.2976453988489027,0.2692269753633605,0.3165704278665064,
23,e,coarse,9,F9,0.1930281114847408,0.16959270358660136,0.2027612673916708,
23,e,coarse,10,F10,0.12735954742568759,0.11266498210753642,0.13444734155259427,
23,e,coarse,11,F11,0.0803129258257244,0.06971072572043907,0.0852776239218582,
23,e,coarse,12,F12,0.04887972331971854,0.04217400590381888,0.052614873053587335,
23,e,coarse,13,F13,0.026908024514623638,0.02337906485381188,0.028339773651641257,
23,e,coarse,14,F14,0.012706481069796695,0.011064822590174401,0.01337281443757963,
23,e,coarse,15,F15,0.00422819595119259,0.003537353374241002,0.004404900282867387,
23,e,coarse,16,F16,0.000669067198711003,0.0005713641148640187,0.0007374134750994383,
23,e,fine,1,F1,6.545692281467961,6.388951944278841,6.848835441554998,
23,e,fine,2,F2,3.2240775437737494,3.1003707192578767,3.3071122549162735,
23,e,fine,3,F3,2.0573946262860656,2.001755831386097,2.1567735500765064,
23,e,fine,4,F4,1.2888056160966836,1.18954108073675,1.2742437126510784,
23,e,fine,5,F5,0.9163331156424791,0.8808121641695634,0.9618673854329692,
23,e,fine,6,F6,0.6182920644318164,0.5884328666038819,0.6359924356985094,
23,e,fine,7,F7,0.4564218158971377,0.4332157712760388,0.46700219893500594,
23,e,fine,8,F8,0.31729517593793544,0.3070047679426439,0.333465750034873,
23,e,fine,9,F9,0.2254936449936832,0.2152839713287677,0.2397898835025357,
23,e,fine,10,F10,0.14592489034203185,0.14151013272938337,0.1558328120313717,
23,e,fine,11,F11,0.09332983151522889,0.08907600885713703,0.10025869273013537,
23,e,fine,12,F12,0.056971440000448945,0.05422150371307686,0.06103422919666967,
23,e,fine,13,F13,0.03224765353927683,0.0302478229841918,0.034332989410045214,
23,e,fine,14,F14,0.015439427169081258,0.014667547961058238,0.01667644205526519,
23,e,fine,15,F15,0.0055039682108220175,0.005245563835328699,0.0059538578705549,
23,e,fine,16,F16,0.000776546023483284,0.0007341668835350954,0.0008470204215808942,
23,e,fine_vs_coarse_log_ratio,1,F1,-0.019353502175898107,-0.0814040333629842,0.043711526065837676,0.46976511744127936
23,e,fine_vs_coarse_log_ratio,2,F2,-0.03298661626449565,-0.10116947405984804,0.004866383084444981,0.431784107946027
23,e,fine_vs_coarse_log_ratio,3,F3,-0.003746918952133729,-0.0914794278296148,0.09985910178576853,0.8715642178910544
23,e,fine_vs_coarse_log_ratio,4,F4,0.03447688034931151,-0.07835469215892887,0.09780498927511198,0.22488755622188905
23,e,fine_vs_coarse_log_ratio,5,F5,0.0179685698280998,-0.03615256163818102,0.08828231462126793,0.7106446776611695
23,e,fine_vs_coarse_log_ratio,6,F6,0.06842825094395592,-0.027805406949620137,0.19939633922521832,0.3118440779610195
23,e,fine_vs_coarse_log_ratio,7,F7,0.09564099921237468,-0.02845987161569921,0.2595109924696278,0.28385807096451776
23,e,fine_vs_coarse_log_ratio,8,F8,0.06392965378042759,-0.00031547109748558677,0.17684649305610556,0.37681159420289856
23,e,fine_vs_coarse_log_ratio,9,F9,0.15545614303989858,0.10313470742507161,0.3057362738368134,0.0399800099950025
23,e,fine_vs_coarse_log_ratio,10,F10,0.13607787103614893,0.07988586307757034,0.29085532131855224,0.09895052473763119
23,e,fine_vs_coarse_log_ratio,11,F11,0.15020921713190635,0.08058808407961998,0.3242160532921278,0.10294852573713144
23,e,fine_vs_coarse_log_ratio,12,F12,0.1531874351932725,0.06814779522201639,0.3317710517320574,0.10694652673663169
23,e,fine_vs_coarse_log_ratio,13,F13,0.18102073090642132,0.12637632271733945,0.3250913230217223,0.0079960019990005
23,e,fine_vs_coarse_log_ratio,14,F14,0.19481225970850888,0.14183248512955107,0.3578988929330312,0.01199400299850075
23,e,fine_vs_coarse_log_ratio,15,F15,0.26369391195820774,0.2200627953067288,0.46526016380771945,0.0069965017491254375
23,e,fine_vs_coarse_log_ratio,16,F16,0.14897140966753605,0.04639888336412418,0.33766630526773184,0.1469265367316342
23,q_enrichment,coarse,1,F1,0.3753694381758891,0.3610965387124706,0.43117573161539696,
23,q_enrichment,coarse,2,F2,0.5806250135047364,0.5572936153336169,0.6548385910254492,
23,q_enrichment,coarse,3,F3,0.6639336631153262,0.6276001579172285,0.7560577098665869,
23,q_enrichment,coarse,4,F4,0.6953330480599145,0.637755074392769,0.7741126425566565,
23,q_enrichment,coarse,5,F5,0.8170944101495741,0.7808468393357582,0.8998392408650918,
23,q_enrichment,coarse,6,F6,0.8410958875471813,0.7856288765067682,0.9110780540961736,
23,q_enrichment,coarse,7,F7,0.9497948413007969,0.8450018810429781,1.069649109487612,
23,q_enrichment,coarse,8,F8,1.0876334600177162,1.0538193904853257,1.1600930267521685,
23,q_enrichment,coarse,9,F9,1.1004841029721544,1.0204110708712268,1.1605654752812975,
23,q_enrichment,coarse,10,F10,1.1787010276270777,1.1151699088580103,1.243788407709918,
23,q_enrichment,coarse,11,F11,1.2365911372166647,1.155974031452024,1.3036168240564865,
23,q_enrichment,coarse,12,F12,1.3218926610787476,1.223561708936601,1.4113171065761776,
23,q_enrichment,coarse,13,F13,1.4118184727890286,1.3059985138195216,1.49684945182041,
23,q_enrichment,coarse,14,F14,1.5019386304025606,1.4026489240100577,1.5713176000313043,
23,q_enrichment,coarse,15,F15,1.463103868213646,1.3147934835098438,1.5175658245426733,
23,q_enrichment,coarse,16,F16,0.7745903378289871,0.7092173650114345,0.8532626890413598,
23,q_enrichment,fine,1,F1,0.32207802302248867,0.31085588591948526,0.3456132149711839,
23,q_enrichment,fine,2,F2,0.4928449199801085,0.4655810135913113,0.5075784632773938,
23,q_enrichment,fine,3,F3,0.5870279171920961,0.5674706753516097,0.615580211319163,
23,q_enrichment,fine,4,F4,0.633458157772577,0.5752153073371095,0.6289732212000624,
23,q_enrichment,fine,5,F5,0.7366161286854433,0.7053340374188792,0.7673476939076971,
23,q_enrichment,fine,6,F6,0.7937523475554211,0.7526627054443841,0.8117909226971584,
23,q_enrichment,fine,7,F7,0.9161665326899406,0.8699991044680091,0.9248055875579297,
23,q_enrichment,fine,8,F8,1.0080151019175356,0.9772386037277047,1.0430468962604493,
23,q_enrichment,fine,9,F9,1.1319490193508779,1.1034960813030632,1.1694887811872015,
23,q_enrichment,fine,10,F10,1.1849339707843958,1.1749871831660164,1.2275894411636603,
23,q_enrichment,fine,11,F11,1.2621459194549192,1.2352845610256695,1.308794320167887,
23,q_enrichment,fine,12,F12,1.3520016172594798,1.3169576721929361,1.3847835263976496,
23,q_enrichment,fine,13,F13,1.48446317120411,1.4310810322904441,1.5241104026129964,
23,q_enrichment,fine,14,F14,1.5983125257292916,1.5518449292761054,1.6618164284869075,
23,q_enrichment,fine,15,F15,1.7037791581808441,1.6836463013730696,1.7954035611127337,
23,q_enrichment,fine,16,F16,0.7924554892204705,0.7601700343581785,0.8383003031556349,
23,q_enrichment,fine_vs_coarse_log_ratio,1,F1,-0.15311688576353916,-0.2916767986711814,-0.07857850153919652,0.030984507746126936
23,q_enrichment,fine_vs_coarse_log_ratio,2,F2,-0.16391057220486097,-0.30688166946012224,-0.1279618600380966,0.01999000499750125
23,q_enrichment,fine_vs_coarse_log_ratio,3,F3,-0.12310986174093125,-0.2583372810503815,-0.049112667037398305,0.09895052473763119
23,q_enrichment,fine_vs_coarse_log_ratio,4,F4,-0.09319698833758686,-0.2630619842965766,-0.046752811824254004,0.591704147926037
23,q_enrichment,fine_vs_coarse_log_ratio,5,F5,-0.10368774538648373,-0.2093015281050846,-0.05310133233202255,0.05697151424287856
23,q_enrichment,fine_vs_coarse_log_ratio,6,F6,-0.05793416182936107,-0.15420559918197782,-0.007981189527605764,0.3278360819590205
23,q_enrichment,fine_vs_coarse_log_ratio,7,F7,-0.03604785235074029,-0.16882431565288497,0.05647675020955922,0.816591704147926
23,q_enrichment,fine_vs_coarse_log_ratio,8,F8,-0.07602104670836826,-0.15106740332771754,-0.0358590903270115,0.04997501249375312
23,q_enrichment,fine_vs_coarse_log_ratio,9,F9,0.028190766255141185,-0.024900317393925786,0.10189341813968697,0.5327336331834083
23,q_enrichment,fine_vs_coarse_log_ratio,10,F10,0.005274044096676691,-0.04145650964672734,0.07858153890116852,0.862568715642179
23,q_enrichment,fine_vs_coarse_log_ratio,11,F11,0.020454871934351956,-0.030711669269291392,0.09817734247423979,0.7956021989005497
23,q_enrichment,fine_vs_coarse_log_ratio,12,F12,0.02252163002769512,-0.04870845838327043,0.1043271129363763,0.6406796601699151
23,q_enrichment,fine_vs_coarse_log_ratio,13,F13,0.0501746355660707,-0.010462674734548705,0.11685794282485548,0.16691654172913542
23,q_enrichment,fine_vs_coarse_log_ratio,14,F14,0.06219170734891939,0.016823121332182306,0.13880236985511823,0.1329335332333833
23,q_enrichment,fine_vs_coarse_log_ratio,15,F15,0.15228870175527473,0.13418170455419653,0.2855453237976374,0.021989005497251374
23,q_enrichment,fine_vs_coarse_log_ratio,16,F16,0.022802045905282987,-0.08097645240072564,0.13252161818500238,0.815592203898051
23,j_enrichment,coarse,1,F1,1.1373868188607734,1.059236273944289,1.3125750428480183,
23,j_enrichment,coarse,2,F2,1.1186803421453804,1.064952972001067,1.2527989362167125,
23,j_enrichment,coarse,3,F3,1.1203353766008415,1.0497593242212635,1.2743877125370389,
23,j_enrichment,coarse,4,F4,0.9777233829426376,0.8878554473797288,1.0915490345676742,
