active_experts,checkpoint,common_rare_NMI,condition,effective_experts,eval_count,experiment_id,feature_NMI,joint_feature_score,load_imbalance,loss,map_feature_0_expert,map_feature_1_expert,map_feature_2_expert,map_feature_3_expert,margin_mean,margin_p05,max_load,min_load,rare_collision_rate,rare_dominant_experts,rare_eval_count,rare_feature_NMI,rare_feature_purity_mean,rare_margin_mean,rare_margin_p05,rare_positive_margin_frac,rare_sign_flip_rate,seed,slot_len,slot_start_NMI,target_accuracy
3,0,0.3287471587875686,allpos_kmeans_raw,2.1511449813842773,2048,A06_24_synthetic_common_rare_transformer_moe,0.6840845208846291,0.23883644593384304,1.0,4.307405591011047,2,1,3,0,0.21227478981018066,-3.964841365814209,0.5,0.0,0.33333333333333337,2,1536,0.7265049736541617,0.9778645833333334,1.4836249351501465,-0.9343576431274414,0.6888020634651184,0.0,1,1,0.00600365277453979,0.0
2,0,0.1513457662075593,allpos_kmeans_common_subtract,1.755705714225769,2048,A06_24_synthetic_common_rare_transformer_moe,0.6332008196125085,0.11438817006797138,1.998046875,4.283121585845947,0,1,2,3,0.3942236304283142,-3.6326236724853516,0.74951171875,0.0,0.33333333333333337,2,1536,0.7558068714726822,0.9993489583333334,1.6233834028244019,-1.6750156879425049,0.6666666865348816,0.0,1,1,0.00019580778698467902,0.0
4,0,0.7030628682585265,route_kmeans_raw,3.1194145679473877,2048,A06_24_synthetic_common_rare_transformer_moe,0.8279145974830585,0.5351505460324882,1.0,4.216289758682251,1,0,2,3,2.5325093269348145,-10.499602317810059,0.5,0.033203125,0.33333333333333337,2,1536,0.7611702597209352,1.0,3.3042757511138916,-10.620957374572754,0.6666666865348816,0.0,1,1,0.031261147193453916,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.24630880355835,3,2,1,0,10.912800788879395,4.383031368255615,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.024632453918457,11.368032455444336,1.0,0.0,1,1,0.0003962733206315052,0.0
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.269521236419678,0,1,2,3,12.340179443359375,10.506352424621582,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.876862525939941,10.987835884094238,1.0,0.0,1,1,0.0003962733206315042,0.0
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.269534349441528,0,1,2,3,10.912800788879395,4.383031368255615,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.024632453918457,11.368032455444336,1.0,0.0,1,1,0.0003962733206315042,0.0
4,0,0.4530748591533244,random_raw,3.9227311611175537,2048,A06_24_synthetic_common_rare_transformer_moe,0.8710278831770533,0.44089287508612784,0.287109375,4.171221852302551,0,2,1,3,0.36124369502067566,-0.034975647926330566,0.32177734375,0.1826171875,0.0,3,1536,0.9731126461310137,0.994140625,0.4639986455440521,0.1720294952392578,0.994140625,0.0,2,1,0.008070418003473101,0.0
4,0,0.46317924801339144,random_common_subtract,3.9378769397735596,2048,A06_24_synthetic_common_rare_transformer_moe,0.8855431107349223,0.4576004676524985,0.25,4.171509861946106,0,2,1,3,0.37830179929733276,-0.022561967372894287,0.3125,0.18798828125,0.0,3,1536,0.9879554613363601,0.998046875,0.48406848311424255,0.19332730770111084,0.998046875,0.0,2,1,0.007707194830834558,0.0
3,0,0.3443047414600521,allpos_kmeans_raw,2.0602753162384033,2048,A06_24_synthetic_common_rare_transformer_moe,0.6961796696230013,0.2552318332311388,1.0,4.0731717348098755,3,0,2,1,0.6577736139297485,-2.941619873046875,0.5,0.0,0.33333333333333337,2,1536,0.7412963067217941,0.9928385416666666,-0.0987926721572876,-2.9763295650482178,0.3404947817325592,0.0,2,1,0.006992759401644541,0.0
4,0,0.818278047803488,allpos_kmeans_common_subtract,2.0114824771881104,2048,A06_24_synthetic_common_rare_transformer_moe,0.5364936970092521,0.03155707360469299,1.84375,4.179316401481628,2,1,0,3,0.969475507736206,-1.0438392162322998,0.7109375,0.00244140625,0.6666666666666667,1,1536,0.038565220818769314,0.9479166666666666,-0.13251739740371704,-1.1116758584976196,0.341796875,0.0,2,1,0.007585087403002154,0.0
4,0,0.6368979998605808,route_kmeans_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.219687342643738,3,0,1,2,12.378071784973145,11.446742057800293,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.597613334655762,11.68320083618164,1.0,0.0,2,1,0.0017180309921218597,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.043398857116699,0,3,2,1,11.528230667114258,4.396749019622803,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.834041595458984,11.241562843322754,1.0,0.0,2,1,0.0017180309921218592,0.0
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.02814519405365,0,1,2,3,12.378071784973145,11.446742057800293,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.597613334655762,11.68320083618164,1.0,0.0,2,1,0.0017180309921218592,0.0
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.029499411582947,0,1,2,3,11.528230667114258,4.396749019622803,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.834041595458984,11.241562843322754,1.0,0.0,2,1,0.0017180309921218592,0.0
4,0,0.3240983359087185,random_raw,3.6721675395965576,2048,A06_24_synthetic_common_rare_transformer_moe,0.804110548082217,0.310187098760818,0.58984375,4.063162803649902,1,0,2,3,0.1824956089258194,-0.12273019552230835,0.3974609375,0.111328125,0.0,3,1536,0.9570771102267599,0.9869791666666666,0.25037145614624023,0.0868266224861145,0.9869791865348816,0.0,3,1,0.0016501198001243362,0.0
4,0,0.20534746326959094,random_common_subtract,2.5856144428253174,2048,A06_24_synthetic_common_rare_transformer_moe,0.6492745059184478,0.15135606694403675,1.419921875,4.074132680892944,1,0,2,3,0.055002231150865555,-0.4731834828853607,0.60498046875,0.00390625,0.0,3,1536,0.7370729812489991,0.8548177083333334,0.19722765684127808,-0.11135971546173096,0.8548176884651184,0.0,3,1,0.0027728654178219205,0.0
4,0,0.28182411351712555,allpos_kmeans_raw,2.863839626312256,2048,A06_24_synthetic_common_rare_transformer_moe,0.8533793815398578,0.27646362625655074,0.994140625,4.127953410148621,1,0,2,3,0.8162935972213745,-2.740098476409912,0.49853515625,0.001953125,0.0,3,1536,0.9809793165188149,0.9954427083333334,0.05357450246810913,-2.8165252208709717,0.6640625,0.0,3,1,0.0015393804131338409,0.0
4,0,0.28209279758661393,allpos_kmeans_common_subtract,2.8394014835357666,2048,A06_24_synthetic_common_rare_transformer_moe,0.8646986775030745,0.281489805632293,0.998046875,4.0304789543151855,2,1,3,0,2.406342029571533,-1.3092315196990967,0.49951171875,0.00048828125,0.0,3,1536,0.9978624340660955,0.9993489583333334,1.6878901720046997,-1.3875560760498047,0.6673176884651184,0.0,3,1,0.001038081654349655,0.0
4,0,0.6368979998605808,route_kmeans_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.111039042472839,2,1,3,0,12.750778198242188,11.896931648254395,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.753207206726074,11.845743179321289,1.0,0.0,3,1,0.0009683417114386358,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.077462792396545,2,0,3,1,11.53674602508545,4.586434364318848,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.767398834228516,11.683441162109375,1.0,0.0,3,1,0.0009683417114386358,0.0
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.171101450920105,0,1,2,3,12.750650405883789,11.896931648254395,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.753009796142578,11.845743179321289,1.0,0.0,3,1,0.0009683417114386358,0.0
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.171122908592224,0,1,2,3,11.536602020263672,4.586434364318848,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.767203330993652,11.68319034576416,1.0,0.0,3,1,0.0009683417114386358,0.0
3,0,0.13776734448374298,random_raw,2.0406010150909424,2048,A06_24_synthetic_common_rare_transformer_moe,0.5344826121413662,0.08675981074311864,1.791015625,3.6953400373458862,1,3,2,0,0.1262568235397339,-0.4460907578468323,0.69775390625,0.0,0.33333333333333337,2,1536,0.6297559923814645,0.9361979166666666,0.052523497492074966,-0.46306121349334717,0.3736979067325592,0.0,4,1,0.017153624042048853,0.0
4,0,0.15870647218129869,random_common_subtract,2.6006546020507812,2048,A06_24_synthetic_common_rare_transformer_moe,0.49673006506094974,0.08857933435953448,1.46875,3.695156753063202,1,3,2,0,0.19445490837097168,-0.22697976231575012,0.6171875,0.0419921875,0.33333333333333337,2,1536,0.5581330940199193,0.83203125,0.15652605891227722,-0.24437931180000305,0.4479166567325592,0.0,4,1,0.022774827200083204,0.0
4,0,0.6472412168194249,allpos_kmeans_raw,3.8279950618743896,2048,A06_24_synthetic_common_rare_transformer_moe,0.8395999625015623,0.47068562037441036,0.423828125,3.710593581199646,1,2,0,3,1.8575489521026611,-0.26969218254089355,0.3486328125,0.14404296875,0.0,3,1536,0.7272182428173882,0.8587239583333334,0.9477906227111816,-0.3590106964111328,0.8587239384651184,0.0,4,1,0.0009008278481524481,0.0
4,0,0.7150870937542467,allpos_kmeans_common_subtract,3.003288507461548,2048,A06_24_synthetic_common_rare_transformer_moe,0.7777997694685278,0.4277389612184841,0.970703125,3.732015550136566,1,3,0,2,1.6329395771026611,-1.3490184545516968,0.4541015625,0.00732421875,0.33333333333333337,2,1536,0.598163447438033,0.9388020833333334,1.4805593490600586,-1.4326605796813965,0.6764323115348816,0.0,4,1,0.014022103315775202,0.0
4,0,0.6368979998605808,route_kmeans_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.6611809134483337,2,3,1,0,12.76714038848877,12.128227233886719,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.633179664611816,12.045380592346191,1.0,0.0,4,1,9.337614615119539e-05,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.753221809864044,0,2,3,1,11.157386779785156,4.546875953674316,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.2775297164917,12.228371620178223,1.0,0.0,4,1,9.337614615119557e-05,0.0
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.6964868903160095,0,1,2,3,12.76714038848877,12.128227233886719,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.633179664611816,12.045380592346191,1.0,0.0,4,1,9.337614615119535e-05,0.0
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.6966382265090942,0,1,2,3,11.157386779785156,4.546875953674316,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.2775297164917,12.228371620178223,1.0,0.0,4,1,9.337614615119535e-05,0.0
4,0,0.6125865991486412,random_raw,3.1580803394317627,2048,A06_24_synthetic_common_rare_transformer_moe,0.7687857283194927,0.4635261335373476,1.013671875,3.5418882966041565,2,1,3,0,0.24582991003990173,-1.0016393661499023,0.50341796875,0.04345703125,0.33333333333333337,2,1536,0.756670378002956,0.9986979166666666,0.29549092054367065,-1.0327939987182617,0.6666666865348816,0.0,5,1,0.013730367377606325,0.0
4,0,0.5502052388518017,random_common_subtract,2.867182493209839,2048,A06_24_synthetic_common_rare_transformer_moe,0.7457616001726348,0.4174074051797793,1.107421875,3.5420591235160828,2,1,3,0,0.2074638158082962,-1.226597785949707,0.52685546875,0.00830078125,0.33333333333333337,2,1536,0.7586394597965803,0.9993489583333334,0.23377245664596558,-1.2580723762512207,0.6666666865348816,0.0,5,1,0.009903926201039536,0.0
3,0,0.2821876536657654,allpos_kmeans_raw,2.828157424926758,2048,A06_24_synthetic_common_rare_transformer_moe,0.8459506375064112,0.2739334707287084,1.0,3.5577420592308044,1,3,0,2,1.2723515033721924,-2.773143768310547,0.5,0.0,0.0,3,1536,0.9707493122756049,0.9934895833333334,-0.0055909231305122375,-2.8353471755981445,0.66015625,0.0,5,1,0.0020827330606040338,0.0
3,0,0.28217484025573664,allpos_kmeans_common_subtract,2.8284244537353516,2048,A06_24_synthetic_common_rare_transformer_moe,0.8630815097243432,0.28096446262322194,1.0,3.593802511692047,1,3,2,0,0.6834038496017456,-2.598860025405884,0.5,0.0,0.0,3,1536,0.9957105402047266,0.9993489583333334,0.07045311480760574,-2.712932586669922,0.666015625,0.0,5,1,0.0017419189145652194,0.0
4,0,0.6368979998605808,route_kmeans_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.612635314464569,0,3,1,2,12.813759803771973,11.580035209655762,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.026076316833496,11.609015464782715,1.0,0.0,5,1,0.0020874847335493395,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.5485066175460815,1,0,2,3,11.346027374267578,4.2566938400268555,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.618380546569824,12.747127532958984,1.0,0.0,5,1,0.0020874847335493395,0.0
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.5297229886054993,0,1,2,3,12.813759803771973,11.580035209655762,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.026076316833496,11.609015464782715,1.0,0.0,5,1,0.0020874847335493395,0.0
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.5291171073913574,0,1,2,3,11.346027374267578,4.2566938400268555,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,13.618380546569824,12.747127532958984,1.0,0.0,5,1,0.0020874847335493395,0.0
3,0,0.1764847914965569,random_raw,1.921028971672058,2048,A06_24_synthetic_common_rare_transformer_moe,0.6142035054114868,0.13433497458022933,1.921875,3.625964879989624,2,1,3,0,0.5989477634429932,-0.8451592922210693,0.73046875,0.0,0.33333333333333337,2,1536,0.7611702597209352,1.0,0.8745746612548828,-0.865604817867279,0.6666666865348816,0.0,6,1,0.011309323731866223,0.0341796875
3,0,0.16965013817175414,random_common_subtract,1.886063814163208,2048,A06_24_synthetic_common_rare_transformer_moe,0.6170624259235112,0.12913263973388664,1.94140625,3.6269460320472717,2,1,3,0,0.6386892199516296,-0.7275748252868652,0.7353515625,0.0,0.33333333333333337,2,1536,0.7611702597209352,1.0,0.9381235241889954,-0.7472260594367981,0.6666666865348816,0.0,6,1,0.0115692140751751,0.03271484375
3,0,0.6902633627167052,allpos_kmeans_raw,2.8423678874969482,2048,A06_24_synthetic_common_rare_transformer_moe,0.8405881961321569,0.5110019131018037,1.0,3.597032368183136,1,2,3,0,1.6348726749420166,-3.219243049621582,0.49267578125,0.0,0.33333333333333337,2,1536,0.7402999213092044,0.990234375,0.6673061847686768,-3.2622663974761963,0.6666666865348816,0.0,6,1,0.0010836590307748263,0.00439453125
4,0,0.725108834049319,allpos_kmeans_common_subtract,2.9139797687530518,2048,A06_24_synthetic_common_rare_transformer_moe,0.817425515758194,0.48568810454568273,1.03515625,3.5991058945655823,1,3,0,2,0.9097252488136292,-3.072939157485962,0.5087890625,0.00830078125,0.33333333333333337,2,1536,0.6698140771963732,0.9772135416666666,-0.05941687896847725,-3.1591029167175293,0.6438801884651184,0.0,6,1,0.008992673986909741,0.033203125
4,0,0.6368979998605808,route_kmeans_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.5908123254776,2,0,3,1,12.173457145690918,11.388395309448242,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.283858299255371,11.404040336608887,1.0,0.0,6,1,0.0007541349343476784,0.001953125
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.694777250289917,3,2,1,0,10.899085998535156,4.516181468963623,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.963554382324219,11.138734817504883,1.0,0.0,6,1,0.0007541349343476788,0.00439453125
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.6979631185531616,0,1,2,3,12.173457145690918,11.388395309448242,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.283858299255371,11.404040336608887,1.0,0.0,6,1,0.0007541349343476785,0.001953125
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.6982463002204895,0,1,2,3,10.899085998535156,4.516181468963623,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.963554382324219,11.138734817504883,1.0,0.0,6,1,0.0007541349343476785,0.001953125
4,0,0.3321205215056618,random_raw,3.8245978355407715,2048,A06_24_synthetic_common_rare_transformer_moe,0.8157400894256862,0.32297902337563206,0.439453125,3.8599769473075867,0,3,2,1,0.38544246554374695,-0.10893496870994568,0.35986328125,0.14990234375,0.0,3,1536,0.972475358979364,0.984375,0.5039803981781006,0.1441124677658081,0.984375,0.0,7,1,0.005840789330195424,0.0
4,0,0.2585021349438568,random_common_subtract,3.153559923171997,2048,A06_24_synthetic_common_rare_transformer_moe,0.8176293846723075,0.25571398833251635,0.88671875,3.8672677874565125,0,3,2,1,0.39228159189224243,-0.3511973023414612,0.4716796875,0.0283203125,0.0,3,1536,0.9892142221109855,0.9954427083333334,0.5975580811500549,0.2784392833709717,0.9954426884651184,0.0,7,1,0.021551283158122016,0.0
3,0,0.2821767814656113,allpos_kmeans_raw,2.8283839225769043,2048,A06_24_synthetic_common_rare_transformer_moe,0.8565050531209825,0.2782624695738924,1.0,3.8497385382652283,0,2,3,1,1.2844593524932861,-2.6507248878479004,0.5,0.0,0.0,3,1536,0.986128157421783,0.9973958333333334,0.390921026468277,-2.7116751670837402,0.6640625,0.0,7,1,0.0009745125973040348,0.0
4,0,0.6920641341741887,allpos_kmeans_common_subtract,3.2352077960968018,2048,A06_24_synthetic_common_rare_transformer_moe,0.7465285986582151,0.38023780133152385,1.052734375,3.835431158542633,0,3,2,1,0.9319537878036499,-1.6281883716583252,0.51318359375,0.0703125,0.33333333333333337,2,1536,0.5494256710546715,0.8834635416666666,0.4279008209705353,-1.7224199771881104,0.560546875,0.0,7,1,0.0022885393525034796,0.0
4,0,0.6368979998605808,route_kmeans_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.9477803707122803,1,0,2,3,12.179342269897461,11.213075637817383,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.231274604797363,11.170877456665039,1.0,0.0,7,1,0.0011337733340524255,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.898886799812317,1,3,2,0,10.67994499206543,4.2911200523376465,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.7394380569458,11.313212394714355,1.0,0.0,7,1,0.0011337733340524257,0.0
4,0,0.6368979998605808,oracle_raw,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.918294131755829,0,1,2,3,12.179342269897461,11.213075637817383,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.231274604797363,11.170877456665039,1.0,0.0,7,1,0.0011337733340524255,0.0
4,0,0.6368979998605808,oracle_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,3.918929636478424,0,1,2,3,10.67994499206543,4.2911200523376465,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.7394380569458,11.313212394714355,1.0,0.0,7,1,0.0011337733340524255,0.0
4,0,0.32730438367055065,random_raw,3.822078227996826,2048,A06_24_synthetic_common_rare_transformer_moe,0.7224321055119379,0.2793651813508243,0.462890625,4.106844186782837,3,1,2,0,0.2214459329843521,-0.07791078090667725,0.3193359375,0.13427734375,0.0,3,1536,0.8535332714395303,0.947265625,0.29311472177505493,-0.0027073323726654053,0.947265625,0.0,0,2,0.016609841763256566,0.00048828125
4,0,0.5035237083140427,random_common_subtract,3.960601568222046,2048,A06_24_synthetic_common_rare_transformer_moe,0.8234562518159522,0.42538132742157514,0.236328125,4.116967797279358,3,1,2,0,0.23963072896003723,-0.027230530977249146,0.30908203125,0.22021484375,0.0,3,1536,0.8448089343119253,0.94140625,0.2851520776748657,-0.013322204351425171,0.94140625,0.0,0,2,0.009736743220122928,0.00048828125
3,0,0.7354264633321173,allpos_kmeans_raw,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.5597847521001565,1.0,4.114257335662842,2,0,1,3,1.5046547651290894,-6.154903888702393,0.5,0.0,0.33333333333333337,2,1536,0.7611702597209352,1.0,0.15590234100818634,-6.24274206161499,0.6666666865348816,0.0,0,2,0.0008390565258635645,0.0
3,0,0.9934287307893016,allpos_kmeans_common_subtract,1.7679120302200317,2048,A06_24_synthetic_common_rare_transformer_moe,0.6339213399146815,0.013606855985610513,1.99609375,4.161517381668091,3,0,1,2,1.0883502960205078,-4.083860874176025,0.7490234375,0.0,0.6666666666666667,1,1536,0.013696861751521478,0.9986979166666666,-0.7500483989715576,-4.130866050720215,0.3346354067325592,0.0,0,2,0.002270180801505356,0.00048828125
4,0,0.6837029754457847,route_kmeans_raw,3.330043315887451,2048,A06_24_synthetic_common_rare_transformer_moe,0.8051167246483315,0.5204143713920442,1.0,4.0826839208602905,1,3,0,2,2.143139600753784,-10.40333080291748,0.5,0.08984375,0.33333333333333337,2,1536,0.7611702597209352,1.0,2.8411929607391357,-10.4821195602417,0.6666666865348816,0.0,0,2,0.1431705294254133,0.0
4,0,0.6368979998605808,route_kmeans_residual_input,4.0,2048,A06_24_synthetic_common_rare_transformer_moe,0.9999999999942291,0.6368979998588417,0.0,4.1691813468933105,3,0,1,2,10.802518844604492,4.477524757385254,0.25,0.25,0.0,3,1536,0.9999999999972693,1.0,12.867168426513672,10.630509376525879,1.0,0.0,0,2,0.0011660424915207418,0.0
