phase,condition,dim,seed,first_stable_all_step,final_objective_loss,final_macro_loss,final_the_bayes_gap,final_a_bayes_gap,final_cake_loss,final_cake_accuracy,final_tail_common_energy_fraction,final_tail_contrast_common_energy_fraction,final_common_only_cake_loss,final_residual_only_cake_loss,final_rep_macro_top1_energy,final_rep_macro_effective_rank,final_rep_weighted_top1_energy,final_rep_weighted_effective_rank,final_embedding_raw_top1_energy,final_embedding_raw_effective_rank,final_embedding_centered_top1_energy,final_embedding_centered_effective_rank,final_Bqk_top1_energy,final_Bqk_effective_rank,final_Bvo_top1_energy,final_Bvo_effective_rank,final_loss_the_sun,final_loss_the_moon,final_loss_a_moon_cake,final_loss_a_banana_cake,final_loss_a_fruit_cake,final_cos_cake_moon_tail,final_cos_cake_moon_high,final_cos_cake_banana,final_cos_cake_fruit,final_cos_cake_sun,final_cos_moon_high_the,final_cos_moon_tail_a,converged_objective_loss,converged_macro_loss,converged_the_bayes_gap,converged_a_bayes_gap,converged_cake_loss,converged_cake_accuracy,converged_tail_common_energy_fraction,converged_tail_contrast_common_energy_fraction,converged_common_only_cake_loss,converged_residual_only_cake_loss,converged_rep_macro_top1_energy,converged_rep_macro_effective_rank,converged_rep_weighted_top1_energy,converged_rep_weighted_effective_rank,converged_embedding_raw_top1_energy,converged_embedding_raw_effective_rank,converged_embedding_centered_top1_energy,converged_embedding_centered_effective_rank,converged_Bqk_top1_energy,converged_Bqk_effective_rank,converged_Bvo_top1_energy,converged_Bvo_effective_rank,converged_loss_the_sun,converged_loss_the_moon,converged_loss_a_moon_cake,converged_loss_a_banana_cake,converged_loss_a_fruit_cake,converged_cos_cake_moon_tail,converged_cos_cake_moon_high,converged_cos_cake_banana,converged_cos_cake_fruit,converged_cos_cake_sun,converged_cos_moon_high_the,converged_cos_moon_tail_a,final_tail_proj_onto_phase1_c,final_moon_tail_emb_proj_onto_c,final_cake_emb_proj_onto_c,converged_tail_proj_onto_phase1_c,converged_moon_tail_emb_proj_onto_c,converged_cake_emb_proj_onto_c
phase2,reweight,8,3,80,0.6069902181625366,0.6069902181625366,7.736682891845703e-05,0.00026047229766845703,0.0001284831523662433,1.0,0.9807487726211548,0.9194054007530212,5.04615054524038e-05,4.724484920501709,0.9853421449661255,1.084786057472229,0.9717829823493958,1.1403661966323853,0.7702684998512268,2.081382989883423,0.7754239439964294,2.035921096801758,0.878508985042572,1.7645858526229858,0.843092143535614,1.8173466920852661,0.6962777376174927,0.6901713609695435,0.5495244264602661,0.5493775010108948,0.5495999455451965,-0.3147226870059967,-0.3147226870059967,0.2561175227165222,0.23028020560741425,-0.7357365489006042,-0.6256685853004456,-0.4704137444496155,0.6189466118812561,0.6189466118812561,0.018022656440734863,0.01407766342163086,0.0022389974910765886,1.0,0.984419047832489,0.9308796525001526,0.001104555674828589,3.870961904525757,0.991361141204834,1.055990219116211,0.9865304231643677,1.0764503479003906,0.8316389322280884,1.8271921873092651,0.8400463461875916,1.7775611877441406,0.854295015335083,1.9202141761779785,0.8519985675811768,1.8207025527954102,0.522926926612854,0.8994127511978149,0.5437078475952148,0.5353028178215027,0.593382716178894,-0.1618148684501648,-0.1618148684501648,0.4659159481525421,0.4370017647743225,-0.8169851899147034,-0.5579883456230164,-0.36451828479766846,,,,,,
phase2,forced_orthogonal,8,3,210,0.6070146560668945,0.6070145964622498,1.2516975402832031e-06,0.0004982948303222656,7.350890518864617e-05,1.0,0.8744725584983826,0.5793886780738831,0.00011649741645669565,2.4014928340911865,0.975447416305542,1.1348479986190796,0.9431976079940796,1.248523235321045,0.5712813138961792,2.762218952178955,0.770194411277771,2.108914613723755,0.8369129300117493,2.0662646293640137,0.774994432926178,1.9040496349334717,0.6931522488594055,0.6931446194648743,0.5498311519622803,0.5494873523712158,0.5494577288627625,0.6457847356796265,-0.24571126699447632,0.614858090877533,0.6166693568229675,-0.24435609579086304,0.8972683548927307,0.233437180519104,0.6137096285820007,0.613709568977356,0.00016045570373535156,0.020228862762451172,0.002447280799970031,1.0,0.882526695728302,0.4060106575489044,0.018004020676016808,1.356560230255127,0.9843662977218628,1.0947591066360474,0.9717495441436768,1.1415770053863525,0.6199049949645996,2.5998449325561523,0.7991050481796265,1.9831830263137817,0.8118702173233032,2.2427926063537598,0.8493663668632507,1.732396125793457,0.7111146450042725,0.6755006313323975,0.5652676820755005,0.5570069551467896,0.5596581101417542,0.7282233238220215,-0.2597808241844177,0.6498469114303589,0.6423324346542358,-0.2582118511199951,0.9120779037475586,0.21211564540863037,0.37499773502349854,9.649729904026572e-09,0.0,0.40185001492500305,0.0,2.645466423700782e-08
phase2,natural,8,4,90,0.6645124554634094,0.6071721315383911,3.534555435180664e-05,0.0007499456405639648,0.00030145945493131876,1.0,0.9626920819282532,0.6709499955177307,0.0002090704074362293,3.865020751953125,0.9518058896064758,1.2390992641448975,0.9283091425895691,1.3015236854553223,0.61603182554245,2.7012953758239746,0.6085572242736816,2.705341339111328,0.8568298816680908,1.9490056037902832,0.7795995473861694,2.0151288509368896,0.6915121674537659,0.694852888584137,0.550603985786438,0.5495100021362305,0.549381673336029,-0.6284923553466797,-0.6284923553466797,0.4434530436992645,0.4331527352333069,-0.8825756311416626,-0.3690561354160309,-0.4745239019393921,0.6665672063827515,0.6114595532417297,0.0009737610816955566,0.013934135437011719,0.00015752548642922193,1.0,0.9841634035110474,0.7273687124252319,0.00018274009926244617,2.89848256111145,0.9785930514335632,1.1226720809936523,0.9851981401443481,1.082427740097046,0.6944502592086792,2.400803804397583,0.6939799785614014,2.3803741931915283,0.8382395505905151,2.0803558826446533,0.8256475925445557,1.831202507019043,0.64999920129776,0.7382426857948303,0.5461261868476868,0.526349663734436,0.5965800881385803,-0.58391273021698,-0.58391273021698,0.5089395046234131,0.5103101134300232,-0.8976984620094299,-0.2647934556007385,-0.4223143756389618,,,,,,
phase2,reweight,8,4,100,0.6070064306259155,0.6070064306259155,8.976459503173828e-05,0.0003199577331542969,0.00010663552529877052,1.0,0.9764409065246582,0.9108178615570068,4.108493521925993e-05,2.842703104019165,0.9565301537513733,1.2193576097488403,0.9491350650787354,1.232649803161621,0.625139057636261,2.662297248840332,0.6321908235549927,2.612053394317627,0.7938820123672485,2.399179697036743,0.7019263505935669,2.1724348068237305,0.6811448335647583,0.7053290605545044,0.5494804978370667,0.5496154427528381,0.5494623780250549,-0.26668936014175415,-0.26668936014175415,0.580148458480835,0.5030333399772644,-0.7435241937637329,-0.5144528746604919,-0.5477243661880493,0.6151052713394165,0.615105152130127,0.0005958676338195801,0.025595545768737793,0.0011521197156980634,1.0,0.9615088105201721,0.7185317277908325,0.00022832768445368856,2.462341547012329,0.9675503373146057,1.1770641803741455,0.9797976613044739,1.1129722595214844,0.6295680999755859,2.605740785598755,0.6498022675514221,2.5275869369506836,0.7773388624191284,2.5220980644226074,0.7356474995613098,2.112152576446533,0.6592748761177063,0.7282112240791321,0.5250728130340576,0.5671106576919556,0.5958564281463623,-0.16038590669631958,-0.16038590669631958,0.7323024272918701,0.6390265226364136,-0.7012060880661011,-0.5441614389419556,-0.4618915915489197,,,,,,
phase2,forced_orthogonal,8,4,140,0.6069363951683044,0.6069363951683044,2.562999725341797e-05,0.0002715587615966797,7.03331033946597e-06,1.0,0.1690610647201538,0.6438729763031006,1.1630696058273315,0.0005490106996148825,0.7955694794654846,1.7032753229141235,0.8169336915016174,1.6254490613937378,0.6679901480674744,2.485039472579956,0.7816047072410583,2.1015942096710205,0.8360980749130249,2.078242778778076,0.638502299785614,2.0862863063812256,0.693193793296814,0.6931518316268921,0.5495105385780334,0.5494288802146912,0.5493969321250916,0.5759528875350952,-0.004249744117259979,0.667628288269043,0.6186376810073853,0.0358097180724144,0.9321897029876709,-0.5094783902168274,0.6120218634605408,0.612021803855896,0.0004354119300842285,0.016636252403259277,4.764235927723348e-05,1.0,0.12216181308031082,0.6009604334831238,1.0039554834365845,0.0013849958777427673,0.8066338896751404,1.6706476211547852,0.8165510296821594,1.6279486417770386,0.6870682239532471,2.3524699211120605,0.8079366087913513,1.9715853929519653,0.828194260597229,2.1339480876922607,0.7549632787704468,1.8984174728393555,0.7194424271583557,0.667722761631012,0.5767080783843994,0.5402573347091675,0.5559787750244141,0.6409236788749695,-0.03833170235157013,0.7451584935188293,0.6978718638420105,0.0589698851108551,0.9429459571838379,-0.4174904525279999,0.3421795666217804,0.0,2.2478889860622076e-08,0.4068028926849365,7.895168963045762e-09,7.521684608491341e-09
phase2,natural,16,0,70,0.6654658913612366,0.6083446741104126,0.0008792877197265625,0.0031136274337768555,0.0007209082250483334,1.0,0.8328847885131836,0.6862496137619019,0.0031787557527422905,0.9408201575279236,0.9302587509155273,1.33341646194458,0.9327853918075562,1.2957406044006348,0.5427035093307495,3.5557000637054443,0.5597226619720459,3.2656397819519043,0.8105860948562622,2.4341259002685547,0.6804966926574707,2.6926445960998535,0.7238562107086182,0.6641967296600342,0.5545349717140198,0.5494754314422607,0.5496599078178406,0.009834107011556625,0.009834107011556625,0.5103091597557068,0.5927855372428894,-0.6113776564598083,-0.5122220516204834,-0.2266244888305664,0.6690343618392944,0.6190258264541626,0.0008913278579711914,0.024967074394226074,0.014455593191087246,1.0,0.801886796951294,0.910565972328186,0.2086958885192871,0.4850461483001709,0.9867604970932007,1.086828351020813,0.995554506778717,1.0317384004592896,0.6112439632415771,3.074267864227295,0.6460309028625488,2.832214117050171,0.6818328499794006,4.103557586669922,0.712422788143158,2.5189313888549805,0.7251900434494019,0.6628869771957397,0.574346661567688,0.5396073460578918,0.5930983424186707,0.18255466222763062,0.18255466222763062,0.4648948907852173,0.6676483154296875,-0.8103654980659485,-0.5277108550071716,-0.16603852808475494,,,,,,
phase2,reweight,16,0,70,0.6071727275848389,0.6071726679801941,0.00046062469482421875,0.00038421154022216797,0.00010199015378020704,1.0,0.9546996355056763,0.8229642510414124,0.0008103607106022537,1.3814077377319336,0.9552121162414551,1.2283892631530762,0.9353871941566467,1.281982421875,0.5418575406074524,3.486931562423706,0.5401843786239624,3.4152441024780273,0.7538609504699707,3.2436273097991943,0.6692970395088196,2.506413459777832,0.7029078006744385,0.6843078136444092,0.5491313338279724,0.5504027009010315,0.5491138100624084,0.08087264001369476,0.08087264001369476,0.48192059993743896,0.566412091255188,-0.7467038631439209,-0.5917054414749146,-0.2937467694282532,0.6117826104164124,0.6117826700210571,0.005018293857574463,0.009419560432434082,0.0003561490448191762,1.0,0.9441523551940918,0.8220434784889221,0.0045232451520860195,1.283690333366394,0.9790802597999573,1.1222902536392212,0.9765425324440002,1.1238105297088623,0.5815718770027161,3.2815053462982178,0.603188693523407,3.1227121353149414,0.7175723314285278,3.7032806873321533,0.6750858426094055,2.517887830734253,0.599985659122467,0.7963452935218811,0.5660108327865601,0.545833170413971,0.5507381558418274,0.1413659155368805,0.1413659155368805,0.47272300720214844,0.636339008808136,-0.7661446332931519,-0.6458414793014526,-0.18552836775779724,,,,,,
phase2,forced_orthogonal,16,0,70,0.6068646907806396,0.6068646907806396,6.258487701416016e-06,6.532669067382812e-05,1.589456815054291e-07,1.0,0.8078805208206177,0.668185293674469,1.4384338101081084e-05,1.6979827880859375,0.8174501657485962,1.6631505489349365,0.6254991888999939,1.9492734670639038,0.5008128881454468,3.8805885314941406,0.5642518401145935,3.292188882827759,0.8003645539283752,2.6113686561584473,0.7008854746818542,2.3530213832855225,0.695463240146637,0.6908436417579651,0.5493834614753723,0.5493186116218567,0.549314558506012,0.3618672490119934,-0.16351218521595,0.20782381296157837,0.2680654525756836,-0.1583174467086792,0.5132349729537964,-0.34613755345344543,0.6077158451080322,0.6077158451080322,8.726119995117188e-05,0.0021756887435913086,0.0006189599516801536,1.0,0.8240885734558105,0.8418700098991394,0.006532628554850817,1.1281286478042603,0.8613312840461731,1.5454202890396118,0.8425276279449463,1.5531141757965088,0.5410981774330139,3.640721082687378,0.6007140874862671,3.1217894554138184,0.7513681054115295,3.1092019081115723,0.6036363244056702,2.7022900581359863,0.6800546646118164,0.7064142227172852,0.5335593819618225,0.5646663308143616,0.5538846850395203,0.400117427110672,-0.19725236296653748,0.28581029176712036,0.37431907653808594,-0.1825171709060669,0.5294065475463867,-0.32024261355400085,0.41194948554039,0.0,4.732804814722158e-09,0.48277103900909424,1.8953270952692947e-08,1.0354535895373829e-08
phase2,natural,16,1,60,0.6644399166107178,0.6069809198379517,2.2172927856445312e-05,0.00033867359161376953,9.289785521104932e-05,1.0,0.9685299396514893,0.40591946244239807,4.6211924200179055e-05,2.443495035171509,0.9390800595283508,1.30186927318573,0.9112271666526794,1.3699815273284912,0.5606366991996765,3.344693183898926,0.5537492036819458,3.283815860748291,0.7401652336120605,3.1586127281188965,0.8480013012886047,1.9072034358978271,0.693159818649292,0.6931788921356201,0.5498321652412415,0.549349844455719,0.549383819103241,-0.3419147729873657,-0.3419147729873657,0.5451623201370239,0.5335333347320557,-0.8306282162666321,-0.4419653117656708,-0.35356196761131287,0.6739506125450134,0.6159582138061523,0.009799540042877197,0.01652204990386963,0.0007973299361765385,1.0,0.9666790962219238,0.5434993505477905,0.000846673792693764,1.9093388319015503,0.9773508310317993,1.1359483003616333,0.9861746430397034,1.0821795463562012,0.6148762702941895,3.019294261932373,0.6236246824264526,2.9349117279052734,0.6526762247085571,3.988130569458008,0.8723210096359253,1.8187512159347534,0.562958300113678,0.8429351449012756,0.5491478443145752,0.5607151389122009,0.564034640789032,-0.24369579553604126,-0.24369579553604126,0.5955486297607422,0.5529354214668274,-0.8244946002960205,-0.4504934251308441,-0.25077366828918457,,,,,,
phase2,reweight,16,1,60,0.606925368309021,0.606925368309021,8.690357208251953e-05,0.0001360177993774414,2.415934250166174e-05,1.0,0.9530320167541504,0.36318036913871765,2.622598913148977e-06,3.5748825073242188,0.9494608640670776,1.2584999799728394,0.9198267459869385,1.3462618589401245,0.5668147802352905,3.252340316772461,0.5517959594726562,3.2698869705200195,0.6559947729110718,3.8023006916046143,0.8502229452133179,1.8727608919143677,0.6926594972610474,0.6938086748123169,0.5494250655174255,0.5493475198745728,0.5493861436843872,-0.18431493639945984,-0.18431493639945984,0.5350037217140198,0.5060133337974548,-0.7749884128570557,-0.5261661410331726,-0.31344085931777954,0.6126737594604492,0.6126736998558044,0.004922091960906982,0.012694716453552246,0.00017974700313061476,1.0,0.9555298686027527,0.2548491656780243,3.528509841999039e-05,2.910463333129883,0.969562828540802,1.1712394952774048,0.9633367657661438,1.1842541694641113,0.5819885730743408,3.1100728511810303,0.5865458846092224,3.0762765407562256,0.6104859113693237,4.208087921142578,0.8548791408538818,1.8722974061965942,0.7969195246696472,0.599219024181366,0.49316346645355225,0.5367195010185242,0.6373471617698669,-0.15790781378746033,-0.15790781378746033,0.6077778339385986,0.584296703338623,-0.7438052892684937,-0.547869086265564,-0.1934559941291809,,,,,,
phase2,forced_orthogonal,16,1,90,0.6068960428237915,0.6068960428237915,9.894371032714844e-06,0.0001289844512939453,3.596025635488331e-05,1.0,0.2525671720504761,0.3223266303539276,0.0002514416992198676,2.1274054050445557,0.8325421810150146,1.6143450736999512,0.8859014511108398,1.4355628490447998,0.4567200243473053,3.605461835861206,0.5470295548439026,2.996029853820801,0.47981345653533936,6.0254926681518555,0.6158561706542969,2.36045503616333,0.6931465864181519,0.6931675672531128,0.5493546724319458,0.5494493246078491,0.5493618845939636,0.1828034520149231,-0.29462680220603943,0.46674108505249023,0.3611263930797577,-0.19631218910217285,0.589587390422821,0.20850107073783875,0.6160393953323364,0.6160393953323364,0.004377901554107666,0.02386474609375,0.0009541122708469629,1.0,0.786329984664917,0.7049898505210876,3.5920424124924466e-05,4.508434772491455,0.907434344291687,1.3935778141021729,0.9606776833534241,1.1860994100570679,0.4885130822658539,3.4131741523742676,0.5627953410148621,2.9160733222961426,0.45281651616096497,6.486199855804443,0.682523250579834,2.4155113697052,0.7911635041236877,0.6038866639137268,0.569074809551239,0.5251407027244568,0.5909312963485718,0.26339760422706604,-0.3091946542263031,0.572028398513794,0.45068222284317017,-0.18541446328163147,0.594085693359375,0.1592998057603836,0.4664122760295868,1.239212554793312e-08,3.855432861854524e-09,0.5127504467964172,1.3149750621721523e-08,8.230934156472358e-09
phase2,natural,16,2,60,0.665428102016449,0.6088292002677917,0.0005804300308227539,0.0051915645599365234,0.0006566475494764745,1.0,0.92146897315979,0.024316929280757904,8.19327324279584e-05,3.061040163040161,0.9156444668769836,1.3605875968933105,0.8897097110748291,1.430176019668579,0.5807633996009827,2.8335206508636475,0.5930438041687012,2.7787270545959473,0.8777734041213989,1.8484795093536377,0.8815799355506897,1.8058634996414185,0.6741877794265747,0.71326744556427,0.5579087734222412,0.5499219298362732,0.5488600730895996,-0.09043779969215393,-0.09043779969215393,0.5162685513496399,0.48540234565734863,-0.8113815784454346,-0.5123536586761475,-0.6349177360534668,0.6695213913917542,0.6155914068222046,0.0033391714096069336,0.023998141288757324,0.0007123912218958139,1.0,0.9709497690200806,0.6203370094299316,0.0001818662422010675,2.532212018966675,0.9788516163825989,1.1174981594085693,0.9902498126029968,1.0589165687561035,0.684555172920227,2.5131797790527344,0.726814329624176,2.309622049331665,0.8470416069030762,2.0763702392578125,0.8866142630577087,1.770660638809204,0.7746552228927612,0.6183174848556519,0.6250103116035461,0.5331436395645142,0.52683025598526,0.026790544390678406,0.026790544390678406,0.5994377732276917,0.5580446124076843,-0.7781488299369812,-0.4692670702934265,-0.5381758213043213,,,,,,
phase2,reweight,16,2,50,0.6070426106452942,0.607042670249939,0.00014704465866088867,0.00038111209869384766,8.963336586020887e-05,1.0,0.9716495275497437,0.02288542501628399,1.43051022405416e-06,3.8612871170043945,0.9590315222740173,1.200596809387207,0.9484395980834961,1.2344343662261963,0.6194285154342651,2.9060306549072266,0.645409882068634,2.709561824798584,0.8627081513404846,1.9508209228515625,0.9115427136421204,1.5900260210037231,0.7001678347587585,0.6864206194877625,0.549630880355835,0.5494997501373291,0.5494940876960754,-0.016736209392547607,-0.016736209392547607,0.5126624703407288,0.4669587016105652,-0.7128822207450867,-0.4954834580421448,-0.6295820474624634,0.6143349409103394,0.6143349409103394,0.007910549640655518,0.012651681900024414,0.0017755026929080486,1.0,0.9722545742988586,0.48361292481422424,5.9600115491775796e-05,3.5896215438842773,0.9762474298477173,1.129971981048584,0.9801272749900818,1.10761296749115,0.6957547664642334,2.581935405731201,0.7393583059310913,2.318922519683838,0.831865668296814,2.177313804626465,0.8998910784721375,1.6808698177337646,0.5775325894355774,0.8245828747749329,0.6227874159812927,0.5219874382019043,0.5247843861579895,0.018997088074684143,0.018997088074684143,0.6331580877304077,0.5855132341384888,-0.7254289388656616,-0.4319581091403961,-0.5612368583679199,,,,,,
phase2,forced_orthogonal,16,2,100,0.6068950295448303,0.6068950295448303,0.0,0.00015056133270263672,2.4397721062996425e-05,1.0,0.8805754780769348,0.45282697677612305,0.008264674805104733,0.8671724200248718,0.944153904914856,1.2512223720550537,0.895465075969696,1.4035451412200928,0.597464382648468,3.0894455909729004,0.707329511642456,2.403231382369995,0.7757183313369751,2.827193021774292,0.6775166392326355,2.2087020874023438,0.6931376457214355,0.6931567192077637,0.5494351387023926,0.5493738651275635,0.5493718385696411,0.27230146527290344,-0.25123128294944763,0.4228573143482208,0.41978955268859863,-0.30071672797203064,0.6704330444335938,0.2353937327861786,0.613772451877594,0.6137725114822388,0.0034133195877075195,0.017151832580566406,0.0013966914266347885,1.0,0.8765445947647095,0.1105675995349884,0.0910676047205925,0.4226813018321991,0.9623075127601624,1.1844205856323242,0.9501743316650391,1.2228376865386963,0.6519305109977722,2.8374619483947754,0.7525770664215088,2.2386064529418945,0.7109207510948181,3.536325693130493,0.7394492030143738,2.1666979789733887,0.7792307138442993,0.6138902902603149,0.527060866355896,0.576128363609314,0.572551965713501,0.320788711309433,-0.268990159034729,0.5524083375930786,0.5436240434646606,-0.3292834758758545,0.6815750598907471,0.270172655582428,0.45932522416114807,6.162898635864167e-09,7.3522672394688016e-09,0.4780057668685913,1.672985638911939e-09,7.713256700014881e-09
phase2,natural,16,3,80,0.6644519567489624,0.6070320010185242,1.4781951904296875e-05,0.0005110502243041992,0.00010064482921734452,1.0,0.49504387378692627,0.07387229800224304,0.0002411392779322341,1.7540305852890015,0.86850905418396,1.5048658847808838,0.9533340334892273,1.2207348346710205,0.6121307015419006,2.840165138244629,0.5614410638809204,2.8857405185699463,0.6383029818534851,3.9226913452148438,0.5409210920333862,2.944380760192871,0.6931686401367188,0.6931552886962891,0.5500203967094421,0.549401044845581,0.5494146347045898,0.044393934309482574,0.044393934309482574,0.6984527111053467,0.7000232338905334,-0.7391228675842285,-0.8100138902664185,-0.4647250175476074,0.670987606048584,0.6176510453224182,0.004508793354034424,0.021494507789611816,0.008521952666342258,1.0,0.3593256175518036,0.19333529472351074,0.06625198572874069,0.520326554775238,0.9441479444503784,1.2548470497131348,0.9868335127830505,1.0776485204696655,0.6177182793617249,2.677814245223999,0.6137261390686035,2.636613607406616,0.43839311599731445,6.824128150939941,0.5994168519973755,2.863786220550537,0.6026905179023743,0.7926214337348938,0.5884866714477539,0.5601251721382141,0.5443314909934998,0.1301824152469635,0.1301824152469635,0.8093879222869873,0.7560075521469116,-0.7938001155853271,-0.795732855796814,-0.503463864326477,,,,,,
phase2,reweight,16,3,90,0.6071458458900452,0.6071458458900452,0.00017571449279785156,0.000615239143371582,0.00016133060853462666,1.0,0.4131000339984894,0.6629593968391418,0.0012777786469087005,0.2880810797214508,0.9872660040855408,1.0828826427459717,0.9912909865379333,1.0570242404937744,0.6211607456207275,2.7876734733581543,0.743431806564331,2.3743584156036377,0.7293612360954285,3.4823522567749023,0.6005591154098511,2.7527287006378174,0.6975305080413818,0.6891152858734131,0.5499686002731323,0.5495555400848389,0.5495592951774597,0.4976845979690552,0.4976845979690552,0.7548007369041443,0.7693966627120972,-0.4438902735710144,-0.35906216502189636,-0.1464715301990509,0.6151320934295654,0.6151320934295654,0.009732246398925781,0.012184739112854004,0.0024705270770937204,1.0,0.26060858368873596,0.5454748272895813,0.0924941673874855,0.06327752768993378,0.978268563747406,1.1227620840072632,0.9758512377738953,1.1241858005523682,0.6579715609550476,2.509251356124878,0.7813459634780884,2.1545629501342773,0.6229413151741028,4.924019813537598,0.6063334941864014,2.79667329788208,0.5702942609786987,0.835464596748352,0.5633513927459717,0.547722578048706,0.5588275194168091,0.6017986536026001,0.6017986536026001,0.8363553881645203,0.8102738857269287,-0.6838017106056213,-0.3127821683883667,-0.15343651175498962,,,,,,
phase2,forced_orthogonal,16,3,90,0.6068921089172363,0.6068921089172363,3.3974647521972656e-06,0.00013911724090576172,2.1616227968479507e-05,1.0,0.6701564192771912,0.09420764446258545,0.0,7.690013408660889,0.9297097325325012,1.3020460605621338,0.8839120268821716,1.4401010274887085,0.649052619934082,2.888704776763916,0.7172118425369263,2.472093105316162,0.36607223749160767,7.724897861480713,0.705593466758728,2.1766533851623535,0.6932640671730042,0.6930370926856995,0.549445629119873,0.5493610501289368,0.5493528246879578,0.1729116439819336,-0.1744997501373291,0.18985915184020996,0.2720743417739868,-0.19072234630584717,0.815119206905365,-0.140523299574852,0.6108293533325195,0.6108293533325195,0.0009303689002990723,0.009245753288269043,0.002802973845973611,1.0,0.8372640609741211,0.18985000252723694,6.40519501757808e-05,4.7652268409729,0.9732362627983093,1.139461636543274,0.9813797473907471,1.1003128290176392,0.7169964909553528,2.5081281661987305,0.7804166078567505,2.1626598834991455,0.35964328050613403,8.476329803466797,0.7772036790847778,2.064080238342285,0.6540346741676331,0.7341204285621643,0.5313047766685486,0.5689610838890076,0.5657256841659546,0.23057568073272705,-0.18312183022499084,0.2809865176677704,0.37141329050064087,-0.19769373536109924,0.8684412240982056,-0.08364998549222946,0.6594741940498352,5.270024860948297e-09,1.1016903833649394e-08,0.6785988211631775,1.1442903513625424e-08,2.1063193855752615e-08
phase2,natural,16,4,110,0.6647599935531616,0.6072580218315125,0.000363767147064209,0.0006726980209350586,0.00022717787942383438,1.0,0.8584343194961548,0.6518725752830505,0.009898249991238117,0.7819350361824036,0.9397057294845581,1.277298927307129,0.9466083645820618,1.2356560230255127,0.7227491140365601,2.5339362621307373,0.7468984723091125,2.30271577835083,0.7409089803695679,2.876946449279785,0.5667974352836609,2.7547338008880615,0.7191399931907654,0.6678819060325623,0.5504481792449951,0.5494877696037292,0.549332320690155,-0.12545160949230194,-0.12545160949230194,0.6889591217041016,0.7276081442832947,-0.836000919342041,-0.4285264313220978,-0.08429601788520813,0.674380898475647,0.6226035356521606,0.007122337818145752,0.01794874668121338,0.025091327726840973,1.0,0.6471831202507019,0.822106122970581,0.641601026058197,0.2689434587955475,0.9665138125419617,1.176246166229248,0.982110321521759,1.0958929061889648,0.7955479025840759,2.15069317817688,0.816963791847229,1.972332239151001,0.6178844571113586,4.072813510894775,0.5570350289344788,2.9680962562561035,0.5838711857795715,0.8166678547859192,0.5849817395210266,0.559252917766571,0.5682439208030701,-0.03710044175386429,-0.03710044175386429,0.7347965836524963,0.8377493619918823,-0.8748266696929932,-0.37536561489105225,-0.03354768455028534,,,,,,
phase2,reweight,16,4,130,0.6104725003242493,0.6104725003242493,0.008465290069580078,0.0006147623062133789,0.00019778957357630134,1.0,0.679422914981842,0.7130717635154724,0.02229694090783596,0.1675964742898941,0.9683545231819153,1.1710981130599976,0.9731143116950989,1.1384334564208984,0.722212553024292,2.42695689201355,0.7559577226638794,2.212794780731201,0.7131467461585999,3.2651562690734863,0.5603871941566467,2.72951078414917,0.572509765625,0.8307151794433594,0.5516522526741028,0.547843337059021,0.5496417880058289,0.0446305125951767,0.0446305125951767,0.6263691186904907,0.7562815546989441,-0.8348396420478821,-0.40008601546287537,-0.16218888759613037,0.6112778186798096,0.6112777590751648,0.0032836198806762695,0.0053882598876953125,0.005017661955207586,1.0,0.525373101234436,0.8226275444030762,0.2785128951072693,0.12328082323074341,0.9827746748924255,1.1049360036849976,0.9923102259635925,1.0501717329025269,0.7915007472038269,2.0890798568725586,0.817720353603363,1.9343451261520386,0.6645629405975342,3.83827543258667,0.5616575479507446,2.820352554321289,0.7677627801895142,0.6250988245010376,0.5642088055610657,0.5496307611465454,0.5496877431869507,0.07071390002965927,0.07071390002965927,0.6742894649505615,0.8134671449661255,-0.8734394311904907,-0.3546683192253113,-0.12207788228988647,,,,,,
phase2,forced_orthogonal,16,4,160,0.6069941520690918,0.6069941520690918,1.430511474609375e-06,0.00039708614349365234,0.00010632627527229488,1.0,0.4693240523338318,0.40548014640808105,3.973642748178463e-08,9.890360832214355,0.9504969716072083,1.2278985977172852,0.9502444863319397,1.2213948965072632,0.6808027625083923,2.672041177749634,0.7158567309379578,2.289837598800659,0.4615749716758728,7.250955104827881,0.7940314412117004,1.8818989992141724,0.6931362152099609,0.6931610107421875,0.5498092770576477,0.5494421720504761,0.549422025680542,0.32773664593696594,-0.3654175400733948,0.16660791635513306,0.2291458547115326,-0.3537227213382721,0.8083699345588684,0.13372942805290222,0.6152855753898621,0.6152855753898621,3.7789344787597656e-05,0.024704933166503906,0.003388103097677231,1.0,0.7172911763191223,0.6921033263206482,3.174833545926958e-05,6.292065143585205,0.9709506034851074,1.1495474576950073,0.982710063457489,1.0932217836380005,0.7254645824432373,2.452327251434326,0.7557306289672852,2.1362526416778564,0.4782581329345703,7.199484348297119,0.8305453062057495,1.8699101209640503,0.6845141649246216,0.7018557786941528,0.540539026260376,0.5802429914474487,0.569275975227356,0.39796003699302673,-0.3721415400505066,0.23592719435691833,0.29234370589256287,-0.3607804477214813,0.8314542770385742,0.1484585404396057,0.7224319577217102,3.073589027735579e-08,1.0833955954581143e-08,0.758089542388916,0.0,7.96664512137113e-09
