condition,optimizer,loss,batch,batch_size,lr,seed,first_stable_all_examples_full_accuracy_step,first_stable_all_groups_full_accuracy_step,first_stable_internal_accuracy_step,step1_hidden_grad_top1_energy,step1_hidden_grad_effective_rank,step1_hidden_grad_condition_nonzero,step1_hidden_update_top1_energy,step1_hidden_update_effective_rank,step1_hidden_update_condition_nonzero,final_population_raw_loss,final_population_reweighted_loss,final_all_accuracy,final_common_accuracy,final_tail_accuracy,final_internal_accuracy,final_common_loss,final_tail_loss,final_A_group_accuracy,final_B_group_accuracy,final_C_group_accuracy,final_D_group_accuracy,final_all_groups_full_accuracy,final_all_examples_full_accuracy,final_Bqk_norm,final_to_K_accuracy,final_to_K_loss,final_from_K_accuracy,final_from_K_loss,final_internal_loss,final_E_top1_energy,final_E_effective_rank,final_E_condition_nonzero,final_Bqk_top1_energy,final_Bqk_effective_rank,final_Bqk_condition_nonzero,final_Q_out_top1_energy,final_Q_out_effective_rank,final_Q_out_condition_nonzero,final_Final_h_top1_energy,final_Final_h_effective_rank,final_Final_h_condition_nonzero,final_batch_unique_fraction,final_batch_tail_fraction,final_batch_internal_fraction,final_hidden_grad_top1_energy,final_hidden_grad_effective_rank,final_hidden_grad_condition_nonzero,final_hidden_update_top1_energy,final_hidden_update_effective_rank,final_hidden_update_condition_nonzero,final_E_grad_top1_energy,final_E_grad_effective_rank,final_E_grad_condition_nonzero,final_E_update_top1_energy,final_E_update_effective_rank,final_E_update_condition_nonzero
withK_uniform,muon,raw,population,0,0.03,1,76,76,74,0.3565521240234375,3.3525619506835938,3.102308511734009,0.3366628587245941,3.868994951248169,1.3708537817001343,0.0009071961394511163,0.0006891931989230216,1.0,1.0,1.0,1.0,0.00040257821092382073,0.001075402251444757,1.0,1.0,1.0,1.0,1.0,1.0,35.079166412353516,1.0,0.002433217130601406,1.0,7.420696420012973e-06,0.0011807261034846306,0.7077341675758362,2.432304620742798,3.66343092918396,0.7901117205619812,1.9151544570922852,17.975717544555664,0.9131534695625305,1.4423983097076416,12.876667022705078,0.4752276837825775,2.89567494392395,9.262274742126465,1.0,1.0,1.0,0.9214969873428345,1.393034815788269,25.654600143432617,0.39104485511779785,3.7594571113586426,1.608373999595642,0.4627457559108734,2.959763765335083,3.566615581512451,0.5096228122711182,2.9406208992004395,3.433453321456909
withK_uniform,muon,raw,population,0,0.03,2,75,75,73,0.3900187015533447,3.3532989025115967,3.1486971378326416,0.3119504749774933,3.9113502502441406,1.2950844764709473,0.010873363353312016,0.009682182222604752,1.0,1.0,1.0,1.0,0.0014403325039893389,0.01401770580559969,1.0,1.0,1.0,1.0,1.0,1.0,37.96759796142578,1.0,0.019211629405617714,1.0,0.010193306021392345,0.00389520893804729,0.6789641976356506,2.5791635513305664,3.3710405826568604,0.8678921461105347,1.561933994293213,113.40980529785156,0.9168192744255066,1.4262330532073975,13.056632995605469,0.4712722599506378,2.9104840755462646,10.487847328186035,1.0,1.0,1.0,0.9352256059646606,1.3358395099639893,26.990266799926758,0.4092569053173065,3.6710920333862305,1.7747337818145752,0.6528032422065735,2.5079996585845947,4.216635704040527,0.6927958130836487,2.151400327682495,9.127676963806152
withK_uniform,muon,raw,64,64,0.03,0,106,106,106,0.36122941970825195,3.6214678287506104,1.8667323589324951,0.3334178626537323,3.854957103729248,1.3652441501617432,0.012735018506646156,0.01153956726193428,1.0,1.0,1.0,1.0,0.004952945746481419,0.015329043380916119,1.0,1.0,1.0,1.0,1.0,1.0,31.339954376220703,1.0,0.021103188395500183,1.0,0.0003050568629987538,0.029226774349808693,0.5660537481307983,3.1368772983551025,2.245908737182617,0.5252181887626648,2.8880786895751953,3.979553461074829,0.6280865669250488,2.638392210006714,5.433720111846924,0.6548728942871094,2.396735668182373,9.456634521484375,1.0,0.78125,0.3125,0.8276087641716003,1.670322060585022,13.434557914733887,0.3563184440135956,3.8777196407318115,1.36134934425354,0.9234875440597534,1.3907312154769897,11.603718757629395,0.5891250371932983,2.7813820838928223,4.140186309814453
withK_uniform,muon,raw,64,64,0.03,1,96,96,96,0.6717692613601685,2.599673271179199,3.845710277557373,0.29080477356910706,3.9433724880218506,1.236134648323059,0.01896739937365055,0.012083431705832481,1.0,1.0,1.0,1.0,0.004304292146116495,0.02385510317981243,1.0,1.0,1.0,1.0,1.0,1.0,33.37242126464844,1.0,0.06715516746044159,1.0,0.0005769935087300837,0.007560438010841608,0.5037692189216614,3.4157981872558594,2.034937858581543,0.6315563917160034,2.477802276611328,17.150413513183594,0.4936473071575165,3.028903007507324,5.132038593292236,0.6038797497749329,2.4262421131134033,14.76189136505127,1.0,0.796875,0.265625,0.9743674397468567,1.149173617362976,25.495784759521484,0.3121110796928406,3.9308838844299316,1.2860225439071655,0.9827667474746704,1.1066265106201172,24.524524688720703,0.5625128149986267,2.5685243606567383,6.386680603027344
withK_uniform,muon,raw,64,64,0.03,2,85,85,77,0.3925173878669739,3.3522396087646484,2.5288209915161133,0.3152455985546112,3.9472103118896484,1.2319916486740112,0.0024331766180694103,0.002426809398457408,1.0,1.0,1.0,1.0,0.0005180345615372062,0.0030715574976056814,1.0,1.0,1.0,1.0,1.0,1.0,34.04531478881836,1.0,0.0024777476210147142,1.0,4.906409594696015e-05,0.007156830746680498,0.5679963231086731,3.153994083404541,2.2516980171203613,0.8112386465072632,1.7714473009109497,53.930301666259766,0.8152154684066772,1.885416030883789,7.427056312561035,0.5664525628089905,2.6593780517578125,8.87525749206543,1.0,0.703125,0.21875,0.8635718822479248,1.6693274974822998,7.502696514129639,0.36743783950805664,3.8614001274108887,1.3712292909622192,0.7369653582572937,2.2106361389160156,6.617040634155273,0.9301007390022278,1.3684465885162354,14.847967147827148
withK_uniform,muon,raw,16,16,0.03,0,197,197,197,0.8532410264015198,1.6876357793807983,20.945711135864258,0.31480807065963745,3.903681755065918,1.2953765392303467,0.042032428085803986,0.03236791491508484,1.0,1.0,1.0,1.0,0.10204898566007614,0.02202690951526165,1.0,1.0,1.0,1.0,1.0,1.0,29.21808433532715,1.0,0.1096840351819992,1.0,0.002208326943218708,0.05402901768684387,0.548242449760437,3.237844467163086,2.1470682621002197,0.6341360211372375,2.4769792556762695,33.188106536865234,0.7136980891227722,2.2149839401245117,9.432772636413574,0.50074303150177,2.812804937362671,6.513359069824219,0.6875,0.8125,0.375,0.7693781852722168,1.9187848567962646,15.093144416809082,0.3356257379055023,3.891585350036621,1.3817168474197388,0.9036100506782532,1.4499897956848145,12.414874076843262,0.7768385410308838,1.9692121744155884,9.568885803222656
withK_uniform,muon,raw,16,16,0.03,1,162,162,138,0.7110534310340881,2.2164664268493652,8.295308113098145,0.30758532881736755,3.9284844398498535,1.2996872663497925,0.017869358882308006,0.014937498606741428,1.0,1.0,1.0,1.0,0.01587081141769886,0.018535541370511055,1.0,1.0,1.0,1.0,1.0,1.0,30.53410530090332,1.0,0.03839237987995148,1.0,0.005890514701604843,0.021304026246070862,0.5583041906356812,3.2118940353393555,2.161393404006958,0.4837782382965088,2.862464427947998,21.958101272583008,0.7392210960388184,2.1625027656555176,8.659728050231934,0.5282303690910339,2.8895740509033203,4.4998698234558105,0.6875,0.6875,0.3125,0.6498267650604248,2.7142624855041504,3.040295124053955,0.3140239417552948,3.9047329425811768,1.350022792816162,0.4056251347064972,3.3418195247650146,2.348996639251709,0.5487433075904846,3.202878713607788,2.429542064666748
withK_uniform,muon,raw,16,16,0.03,2,224,224,220,0.6404017210006714,2.7721123695373535,3.3337810039520264,0.29683491587638855,3.9208881855010986,1.318699598312378,0.029976962134242058,0.0282733216881752,1.0,1.0,1.0,1.0,0.06013171002268791,0.019925381988286972,1.0,1.0,1.0,1.0,1.0,1.0,32.1781120300293,1.0,0.04190246760845184,1.0,0.027767706662416458,0.02246997505426407,0.6544440388679504,2.6755428314208984,3.6200075149536133,0.5765615701675415,2.6221442222595215,9.601162910461426,0.6441980600357056,2.6570284366607666,4.250286102294922,0.6831041574478149,2.3322062492370605,10.575541496276855,0.5625,0.6875,0.4375,0.9208547472953796,1.384909749031067,16.418764114379883,0.3403433561325073,3.900888204574585,1.363054871559143,0.9050549268722534,1.4888859987258911,7.999485969543457,0.6448285579681396,2.413252830505371,5.431880474090576
withK_zipf,adam,raw,population,0,0.03,0,79,79,72,0.963962197303772,1.206534504890442,18.158958435058594,0.6183851361274719,2.8011250495910645,3.5917856693267822,0.0005492744967341423,0.0007425227668136358,1.0,1.0,1.0,1.0,0.00014211326197255403,0.0014993174700066447,1.0,1.0,1.0,1.0,1.0,1.0,11.239700317382812,1.0,0.0016714032972231507,1.0,0.0011046561412513256,0.0007593499030917883,0.7159166932106018,2.4587442874908447,3.4019103050231934,0.9922231435775757,1.0534688234329224,43.75206756591797,0.8924950957298279,1.5355603694915771,9.408556938171387,0.9328670501708984,1.3455641269683838,26.234342575073242,1.0,1.0,1.0,0.44587260484695435,3.5277676582336426,2.0993435382843018,0.5303475856781006,3.2226834297180176,2.6319172382354736,0.6500609517097473,2.6617379188537598,3.4130542278289795,0.846912145614624,1.7758684158325195,5.589254856109619
withK_zipf,adam,raw,population,0,0.03,1,82,82,73,0.9644366502761841,1.2024239301681519,21.456396102905273,0.5664467811584473,3.1243486404418945,2.3859593868255615,0.0005277784075587988,0.0007081023650243878,1.0,1.0,1.0,1.0,0.00012810806219931692,0.001460342318750918,1.0,1.0,1.0,1.0,1.0,1.0,7.203004837036133,1.0,0.00169944588560611,1.0,0.0010613135527819395,0.0006870626821182668,0.6789012551307678,2.632781982421875,3.1914706230163574,0.9363477826118469,1.275320291519165,67.50270080566406,0.8794624209403992,1.4849865436553955,39.65081024169922,0.9537575244903564,1.2449512481689453,30.7254638671875,1.0,1.0,1.0,0.6590536832809448,2.640216827392578,3.1687238216400146,0.48267272114753723,3.351349115371704,2.0805764198303223,0.7471821308135986,2.273108959197998,4.326157569885254,0.8389019966125488,1.810449481010437,6.597229957580566
withK_zipf,adam,raw,population,0,0.03,2,74,74,74,0.9663231372833252,1.1929426193237305,23.093183517456055,0.6405011415481567,2.6518311500549316,4.622413158416748,0.0005742167122662067,0.0008843244868330657,1.0,1.0,1.0,1.0,0.00010051758727058768,0.0016795144183561206,1.0,1.0,1.0,1.0,1.0,1.0,11.066367149353027,1.0,0.001270722015760839,1.0,0.001387936994433403,0.0010924650123342872,0.6158674955368042,2.9451406002044678,2.457204580307007,0.9632009863853455,1.1969209909439087,146.7018585205078,0.9144728183746338,1.4271210432052612,17.131135940551758,0.8700147271156311,1.5090303421020508,47.814231872558594,1.0,1.0,1.0,0.4578056335449219,3.508430004119873,2.115600824356079,0.4451490342617035,3.5786843299865723,1.8088961839675903,0.7485495805740356,2.1621816158294678,7.364296913146973,0.8899223208427429,1.557560682296753,10.467641830444336
withK_zipf,adam,raw,64,64,0.03,0,155,155,104,0.9754582643508911,1.1413908004760742,36.23087692260742,0.6880905032157898,2.4146103858947754,5.610691070556641,0.004189447965472937,0.006179178133606911,1.0,1.0,1.0,1.0,0.00032357964664697647,0.013209807686507702,1.0,1.0,1.0,1.0,1.0,1.0,10.317619323730469,1.0,0.013799842447042465,1.0,0.01061875931918621,0.004915637895464897,0.524082601070404,3.2169928550720215,2.692673683166504,0.9989374279975891,1.0087730884552002,1570.7275390625,0.9729121327400208,1.1457839012145996,74.55960845947266,0.7919834852218628,1.7269539833068848,17.001937866210938,0.875,0.359375,0.3125,0.8621968030929565,1.580094337463379,17.766708374023438,0.6295183897018433,2.7886719703674316,3.394015312194824,0.9473327994346619,1.264434576034546,19.148786544799805,0.6096469163894653,2.8208627700805664,2.9265365600585938
withK_zipf,adam,raw,64,64,0.03,1,96,96,96,0.9762961864471436,1.142319679260254,21.649208068847656,0.5972286462783813,2.820178508758545,4.301100254058838,0.0005775813478976488,0.001034080283716321,1.0,1.0,1.0,1.0,0.00010313704842701554,0.0016846180660650134,1.0,1.0,1.0,1.0,1.0,1.0,10.292488098144531,1.0,0.00019099481869488955,1.0,0.001034115208312869,0.002897765953093767,0.41496041417121887,3.6945078372955322,1.7110459804534912,0.9476869702339172,1.2387142181396484,139.2945098876953,0.8790444135665894,1.5407134294509888,17.748672485351562,0.8008707165718079,1.8854517936706543,13.578267097473145,0.9375,0.390625,0.25,0.6581564545631409,2.6809616088867188,3.360940933227539,0.5324547290802002,3.2324864864349365,2.548388719558716,0.8466321229934692,1.7703325748443604,6.389407157897949,0.4744558036327362,3.0075578689575195,4.233263969421387
withK_zipf,adam,raw,64,64,0.03,2,120,120,120,0.9130880236625671,1.4276232719421387,32.93699645996094,0.5346201062202454,3.3072030544281006,2.0599899291992188,0.000578868028242141,0.0009957125876098871,1.0,1.0,1.0,1.0,0.0001557599171064794,0.0015661203069612384,1.0,1.0,1.0,1.0,1.0,1.0,11.401315689086914,1.0,0.00015841078129597008,1.0,0.0013487508986145258,0.0019982079975306988,0.4700280725955963,3.5650055408477783,1.7457410097122192,0.9987631440162659,1.0097261667251587,55708.5390625,0.9519820809364319,1.220693826675415,1558.595947265625,0.7587167620658875,2.105026960372925,7.157318592071533,0.875,0.296875,0.15625,0.48294633626937866,3.193974256515503,3.0688037872314453,0.40806445479393005,3.6339550018310547,1.831194281578064,0.6322588324546814,2.583498954772949,5.048781394958496,0.49294179677963257,3.3758130073547363,2.180185317993164
withK_zipf,adam,raw,16,16,0.03,0,135,135,133,0.9697590470314026,1.1667472124099731,30.865535736083984,0.5376023054122925,3.0501749515533447,3.6500632762908936,0.02599295601248741,0.04344865679740906,1.0,1.0,1.0,1.0,0.00954810343682766,0.06436427682638168,1.0,1.0,1.0,1.0,1.0,1.0,7.188316345214844,1.0,4.4372725824359804e-05,1.0,0.04564640671014786,0.11130373924970627,0.4337644577026367,3.593458890914917,1.8301799297332764,0.9701140522956848,1.1646156311035156,554.3807373046875,0.8225996494293213,1.840175747871399,9.614152908325195,0.8029974699020386,1.8178337812423706,12.77416706085205,0.5625,0.4375,0.3125,0.7306338548660278,2.1829993724823,8.981993675231934,0.4994787275791168,3.191277265548706,2.591757297515869,0.6526281237602234,2.4794774055480957,4.760302543640137,0.770211398601532,2.1548848152160645,4.935171604156494
withK_zipf,adam,raw,16,16,0.03,1,172,172,129,0.9103513956069946,1.413476586341858,60.54077911376953,0.4378294348716736,3.348921298980713,2.896379232406616,0.001685751718468964,0.003035794012248516,1.0,1.0,1.0,1.0,0.00020977504027541727,0.0051296972669661045,1.0,1.0,1.0,1.0,1.0,1.0,8.853803634643555,1.0,0.0010085185058414936,1.0,0.004107723943889141,0.006374900229275227,0.4352185130119324,3.6767637729644775,1.6419124603271484,0.9993484020233154,1.0054633617401123,22683.30859375,0.9892020225524902,1.0625232458114624,554.4481811523438,0.6705735921859741,2.3225412368774414,14.838656425476074,0.375,0.125,0.3125,0.6277557611465454,2.49857497215271,5.806612491607666,0.4520109295845032,3.2970356941223145,2.9125595092773438,0.5960099697113037,2.6688075065612793,5.628950595855713,0.5046198964118958,2.961109161376953,3.650439500808716
withK_zipf,adam,raw,16,16,0.03,2,156,156,155,0.8819912075996399,1.4983937740325928,17.6584415435791,0.5090115070343018,3.0727858543395996,2.8014469146728516,0.001749867806211114,0.0029545011930167675,1.0,1.0,1.0,1.0,0.0004526458797045052,0.004776719491928816,1.0,1.0,1.0,1.0,1.0,1.0,4.406036376953125,1.0,0.0010221595875918865,1.0,0.004528813064098358,0.004703017883002758,0.4221424162387848,3.6587750911712646,1.7346045970916748,0.997159481048584,1.0199097394943237,14945.4990234375,0.9668359756469727,1.173990249633789,490.0184326171875,0.7961510419845581,1.858302116394043,15.471982955932617,0.375,0.3125,0.0,0.6239084005355835,2.501912832260132,5.428380012512207,0.5284555554389954,3.199946403503418,2.8164079189300537,0.9702286720275879,1.171204924583435,18.262351989746094,0.6634034514427185,2.6608128547668457,3.5620667934417725
withK_zipf,adam,sqrt_reweight,population,0,0.03,0,96,96,72,0.7554646730422974,2.1356606483459473,8.989773750305176,0.4705505073070526,3.5263872146606445,1.8078641891479492,0.0006009463686496019,0.0007817996665835381,1.0,1.0,1.0,1.0,0.00018075923435389996,0.0015813828213140368,1.0,1.0,1.0,1.0,1.0,1.0,10.702505111694336,1.0,0.0019126322586089373,1.0,0.000905958004295826,0.0012003593146800995,0.683104932308197,2.601970911026001,3.0387916564941406,0.9607006907463074,1.2005641460418701,784.6339721679688,0.9248121380805969,1.3688050508499146,60.41205978393555,0.9066953063011169,1.443500280380249,15.522371292114258,1.0,1.0,1.0,0.49564328789711,3.196704864501953,3.2663655281066895,0.3994903564453125,3.4258458614349365,2.586409568786621,0.8362615704536438,1.8121918439865112,6.963879108428955,0.8834586143493652,1.5974905490875244,7.890367031097412
withK_zipf,adam,sqrt_reweight,population,0,0.03,1,97,97,92,0.7383863925933838,2.1890313625335693,10.19463062286377,0.4664597511291504,3.5077433586120605,1.9295628070831299,0.001264310092665255,0.001851742621511221,1.0,1.0,1.0,1.0,0.00010391083196736872,0.003971908241510391,1.0,1.0,1.0,1.0,1.0,1.0,10.78752326965332,1.0,0.0042206174694001675,1.0,0.0023418893106281757,0.0031152397859841585,0.7607161402702332,2.234386444091797,3.748389959335327,0.9499169588088989,1.2323514223098755,188.4801483154297,0.9090489745140076,1.3787535429000854,63.96088790893555,0.9102611541748047,1.415394902229309,17.071006774902344,1.0,1.0,1.0,0.4516671895980835,3.2492318153381348,3.3927507400512695,0.47511550784111023,3.173192024230957,3.6366279125213623,0.8732215762138367,1.6640841960906982,6.62492561340332,0.9625477194786072,1.213377594947815,17.006635665893555
