condition,optimizer,loss,batch,batch_size,lr,seed,step,population_raw_loss,population_reweighted_loss,all_accuracy,common_accuracy,tail_accuracy,internal_accuracy,common_loss,tail_loss,A_group_accuracy,B_group_accuracy,C_group_accuracy,D_group_accuracy,all_groups_full_accuracy,all_examples_full_accuracy,Bqk_norm,to_K_accuracy,to_K_loss,from_K_accuracy,from_K_loss,internal_loss,E_top1_energy,E_effective_rank,E_condition_nonzero,Bqk_top1_energy,Bqk_effective_rank,Bqk_condition_nonzero,Q_out_top1_energy,Q_out_effective_rank,Q_out_condition_nonzero,Final_h_top1_energy,Final_h_effective_rank,Final_h_condition_nonzero,batch_unique_fraction,batch_tail_fraction,batch_internal_fraction,hidden_grad_top1_energy,hidden_grad_effective_rank,hidden_grad_condition_nonzero,hidden_update_top1_energy,hidden_update_effective_rank,hidden_update_condition_nonzero,E_grad_top1_energy,E_grad_effective_rank,E_grad_condition_nonzero,E_update_top1_energy,E_update_effective_rank,E_update_condition_nonzero
withK_uniform,adam,raw,population,0,0.03,0,10,1.9763970375061035,1.8955612182617188,0.0,0.0,0.0,0.0,1.9737800359725952,1.9772692918777466,0.0,0.0,0.0,0.0,0.0,0.0,0.4516184628009796,0.0,2.542247772216797,0.0,1.9673056602478027,1.4287290573120117,0.2846111059188843,3.9872853755950928,1.0986428260803223,0.8818306922912598,1.5046627521514893,302.06048583984375,0.6494548916816711,2.3867907524108887,31.448408126831055,0.36130666732788086,3.878345489501953,1.3267755508422852,1.0,1.0,1.0,0.32658690214157104,3.9056129455566406,1.289066195487976,0.47145524621009827,3.5508220195770264,1.7678697109222412,0.546366274356842,3.271186113357544,2.0410423278808594,0.5435743927955627,3.273733615875244,2.0738601684570312
withK_uniform,adam,raw,population,0,0.03,0,11,1.9748598337173462,1.880867838859558,0.0,0.0,0.0,0.0,1.9775936603546143,1.9739484786987305,0.0,0.0,0.0,0.0,0.0,0.0,0.548443615436554,0.0,2.6328048706054688,0.0,1.925336480140686,1.4159618616104126,0.2892674505710602,3.9838104248046875,1.1113635301589966,0.9035684466362,1.419947624206543,428.4802551269531,0.6930630803108215,2.231767177581787,47.95257568359375,0.349758118391037,3.9004440307617188,1.2961457967758179,1.0,1.0,1.0,0.7923709750175476,2.059960126876831,4.043911457061768,0.5423567295074463,3.27891206741333,2.0453877449035645,0.7419270277023315,2.3485727310180664,3.054997444152832,0.5903007984161377,3.083740234375,2.141031265258789
withK_uniform,adam,raw,population,0,0.03,0,12,1.9744402170181274,1.8651806116104126,0.0,0.0,0.0,0.0,1.9849987030029297,1.9709205627441406,0.0,0.0,0.0,0.0,0.0,0.0,0.666259229183197,0.0,2.739258289337158,0.0,1.8760523796081543,1.4063977003097534,0.2923557162284851,3.9813621044158936,1.1193536520004272,0.9270882606506348,1.3297734260559082,720.1138305664062,0.7392177581787109,2.0714282989501953,84.20718383789062,0.3334523141384125,3.928196430206299,1.2514946460723877,1.0,1.0,1.0,0.9648615121841431,1.2045542001724243,12.036392211914062,0.6807715892791748,2.6436917781829834,2.7551183700561523,0.6259288191795349,2.8930206298828125,2.550598382949829,0.5564351677894592,3.220694065093994,2.1496832370758057
withK_uniform,adam,raw,population,0,0.03,0,13,1.9723076820373535,1.8477394580841064,0.0,0.0,0.0,0.0,1.99179208278656,1.965813159942627,0.0,0.0,0.0,0.0,0.0,0.0,0.810308039188385,0.0,2.8442869186401367,0.0,1.82437002658844,1.3962042331695557,0.2944689691066742,3.9796159267425537,1.124411940574646,0.9473013877868652,1.249983310699463,1597.2685546875,0.7822364568710327,1.9184069633483887,190.0066680908203,0.31559625267982483,3.9536144733428955,1.2021466493606567,1.0,1.0,1.0,0.7761250734329224,2.1671879291534424,3.7142131328582764,0.8337985873222351,1.8722548484802246,4.3680419921875,0.4742943346500397,3.514235019683838,1.8509526252746582,0.4721628725528717,3.510978937149048,2.0035204887390137
withK_uniform,adam,raw,population,0,0.03,0,14,1.9665257930755615,1.8291516304016113,0.0,0.0,0.0,0.0,1.9944961071014404,1.957202434539795,0.0,0.0,0.0,0.0,0.0,0.0,0.9842758178710938,0.0,2.928145408630371,0.0,1.7775897979736328,1.3827786445617676,0.297484815120697,3.976861000061035,1.1325210332870483,0.9626606106758118,1.1865427494049072,12701.97265625,0.8203005194664001,1.7781579494476318,1510.821533203125,0.300947368144989,3.9703211784362793,1.1617075204849243,1.0,1.0,1.0,0.578920304775238,3.1257691383361816,2.2242722511291504,0.9410012364387512,1.3288482427597046,8.46706485748291,0.41682013869285583,3.704275608062744,1.6138999462127686,0.4519698917865753,3.588989734649658,1.7946971654891968
withK_uniform,adam,raw,population,0,0.03,0,15,1.9560434818267822,1.8101412057876587,0.0,0.0,0.0,0.0,1.9908894300460815,1.9444280862808228,0.0,0.0,0.0,0.0,0.0,0.0,1.1910009384155273,0.0,2.977360248565674,0.0,1.7404816150665283,1.3658504486083984,0.30296337604522705,3.971351146697998,1.148016333580017,0.973696231842041,1.1385657787322998,3491.299560546875,0.8535213470458984,1.651606798171997,411.2931213378906,0.29270172119140625,3.977963924407959,1.1391695737838745,1.0,1.0,1.0,0.500175952911377,3.450981378555298,1.884879231452942,0.9889119267463684,1.0718927383422852,29.528085708618164,0.41312679648399353,3.7168819904327393,1.5904440879821777,0.5446954965591431,3.2093029022216797,2.448096752166748
withK_uniform,adam,raw,population,0,0.03,0,16,1.9411615133285522,1.7917497158050537,0.0,0.0,0.0,0.0,1.9809880256652832,1.9278860092163086,0.0,0.0,0.0,0.0,0.0,0.0,1.433034062385559,0.0,2.987044334411621,0.0,1.714779019355774,1.3480440378189087,0.3113974332809448,3.9618000984191895,1.171335220336914,0.9814283847808838,1.1031044721603394,1942.5162353515625,0.8819334506988525,1.5399701595306396,225.78976440429688,0.29108238220214844,3.9791338443756104,1.1354317665100098,1.0,1.0,1.0,0.5296089053153992,3.3336100578308105,2.02048659324646,0.9961569905281067,1.0297282934188843,32.74993133544922,0.4404155910015106,3.6370134353637695,1.679124355316162,0.6539620757102966,2.643141269683838,4.156281471252441
withK_uniform,adam,raw,population,0,0.03,0,17,1.9233942031860352,1.7754393815994263,0.0,0.0,0.0,0.0,1.966654896736145,1.908974051475525,0.0,0.0,0.0,0.0,0.0,0.0,1.7127947807312012,0.0,2.9590773582458496,0.0,1.700861930847168,1.332775354385376,0.32281097769737244,3.946843385696411,1.2025930881500244,0.986798107624054,1.0771156549453735,1546.7852783203125,0.9056708216667175,1.443979024887085,177.30699157714844,0.2944830358028412,3.9756412506103516,1.1467419862747192,1.0,1.0,1.0,0.6440236568450928,2.8221747875213623,2.6235694885253906,0.9873446226119995,1.0827044248580933,31.192583084106445,0.4878525733947754,3.4786128997802734,1.8447113037109375,0.7361701726913452,2.234408140182495,5.79292631149292
withK_uniform,adam,raw,population,0,0.03,0,18,1.904842734336853,1.7625867128372192,0.0,0.0,0.0,0.0,1.9505715370178223,1.889600157737732,0.0,0.0,0.0,0.0,0.0,0.0,2.032315969467163,0.0,2.9006361961364746,0.0,1.6983222961425781,1.322090744972229,0.33693650364875793,3.9251739978790283,1.2416561841964722,0.9905266761779785,1.0580917596817017,1403.371337890625,0.925072193145752,1.363328456878662,158.87039184570312,0.30164262652397156,3.9677581787109375,1.1697579622268677,1.0,1.0,1.0,0.8208176493644714,1.9400073289871216,4.378474235534668,0.9792676568031311,1.128462314605713,20.678619384765625,0.5410664081573486,3.2731151580810547,2.0532493591308594,0.7945214509963989,1.9905322790145874,5.727689266204834
withK_uniform,adam,raw,population,0,0.03,0,19,1.8875553607940674,1.75412118434906,0.0,0.0,0.0,0.0,1.935217022895813,1.8716679811477661,0.0,0.0,0.0,0.0,0.0,0.0,2.392591953277588,0.0,2.821594715118408,0.0,1.7060744762420654,1.3164772987365723,0.35318243503570557,3.896085023880005,1.2876014709472656,0.9931243062019348,1.0441449880599976,1359.218994140625,0.9405969381332397,1.2969990968704224,152.28892517089844,0.3118380010128021,3.955111026763916,1.2018870115280151,1.0,1.0,1.0,0.9729393720626831,1.1652305126190186,12.859007835388184,0.9791218042373657,1.1292331218719482,20.67454719543457,0.5853413939476013,3.0818450450897217,2.258723735809326,0.8355249166488647,1.834133505821228,5.252018928527832
withK_uniform,adam,raw,population,0,0.03,0,20,1.8729360103607178,1.7501939535140991,0.0,0.0,0.0,0.0,1.92201566696167,1.8565763235092163,0.0,0.0,0.0,0.0,0.0,0.0,2.7926506996154785,0.0,2.7321321964263916,0.0,1.7222189903259277,1.3151743412017822,0.37091201543807983,3.8594765663146973,1.3393175601959229,0.9949415326118469,1.0339033603668213,1365.419677734375,0.952785313129425,1.243455171585083,151.8046112060547,0.3240063488483429,3.9379351139068604,1.2394341230392456,1.0,1.0,1.0,0.8763054609298706,1.6506178379058838,5.587998867034912,0.9864829778671265,1.0880792140960693,27.042299270629883,0.6069737076759338,2.9754810333251953,2.4012649059295654,0.8565164804458618,1.7549877166748047,4.8812456130981445
withK_uniform,adam,raw,population,0,0.03,0,21,1.861352801322937,1.7497540712356567,0.0,0.0,0.0,0.0,1.911051630973816,1.844786524772644,0.0,0.0,0.0,0.0,0.0,0.0,3.2287254333496094,0.0,2.6425435543060303,0.0,1.7433379888534546,1.31619131565094,0.3897355794906616,3.8153369426727295,1.3960120677947998,0.9962177276611328,1.0263762474060059,1400.4471435546875,0.9622189998626709,1.200827956199646,154.88323974609375,0.33659738302230835,3.917811155319214,1.277623176574707,1.0,1.0,1.0,0.5160114169120789,3.386899471282959,1.8876328468322754,0.9946908950805664,1.0395848751068115,27.7038631439209,0.6101700663566589,2.9298553466796875,2.5285000801086426,0.8536665439605713,1.7769989967346191,4.501094341278076
withK_uniform,adam,raw,population,0,0.03,0,22,1.852009892463684,1.7504286766052246,0.0,0.0,0.0,0.0,1.901226282119751,1.8356043100357056,0.0,0.0,0.0,0.0,0.0,0.0,3.694213390350342,0.0,2.5630784034729004,0.0,1.7639718055725098,1.3170175552368164,0.40939122438430786,3.7637875080108643,1.45671808719635,0.9971181154251099,1.020838737487793,1452.219482421875,0.9694473147392273,1.167235016822815,160.0517120361328,0.34783872961997986,3.8978075981140137,1.3113880157470703,1.0,1.0,1.0,0.28680384159088135,3.982696056365967,1.1346813440322876,0.9929791688919067,1.0453579425811768,75.39324951171875,0.7168382406234741,2.410932779312134,3.4301161766052246,0.8426473736763,1.8338031768798828,4.255385875701904
withK_uniform,adam,raw,population,0,0.03,0,23,1.843367099761963,1.7491893768310547,0.0,0.0,0.0,0.0,1.8909928798675537,1.827492117881775,0.0,0.0,0.0,0.0,0.0,0.0,4.180751323699951,0.0,2.5026135444641113,0.0,1.7776703834533691,1.3155148029327393,0.42947515845298767,3.7057347297668457,1.5196129083633423,0.9977579116821289,1.0167509317398071,1513.0103759765625,0.9749501347541809,1.1409531831741333,166.2635955810547,0.35614147782325745,3.881751775741577,1.3363789319992065,1.0,1.0,1.0,0.3299292325973511,3.696638822555542,1.8519054651260376,0.9713802337646484,1.169915795326233,14.023539543151855,0.8788935542106628,1.631413221359253,6.041812419891357,0.835683286190033,1.8695374727249146,4.155745983123779
withK_uniform,adam,raw,population,0,0.03,0,24,1.8341403007507324,1.7437150478363037,0.0,0.0,0.0,0.0,1.879378318786621,1.8190611600875854,0.0,0.0,0.0,0.0,0.0,0.0,4.679765701293945,0.0,2.467118263244629,0.0,1.7796413898468018,1.3101601600646973,0.44930821657180786,3.6434407234191895,1.5820062160491943,0.9982176423072815,1.0137104988098145,1577.494873046875,0.979130744934082,1.1204620599746704,172.74708557128906,0.3604961335659027,3.872809410095215,1.349827527999878,1.0,1.0,1.0,0.3512507379055023,3.4264943599700928,2.768224000930786,0.9268137216567993,1.403822660446167,7.183449745178223,0.9220424890518188,1.4232418537139893,7.548497200012207,0.8342489004135132,1.8777374029159546,4.154018402099609
withK_uniform,adam,raw,population,0,0.03,0,25,1.823967456817627,1.7331353425979614,0.0,0.0,0.0,0.0,1.8662128448486328,1.8098856210708618,0.0,0.0,0.0,0.0,0.0,0.0,5.183560848236084,0.0,2.4597928524017334,0.0,1.7681912183761597,1.2996947765350342,0.467929482460022,3.580759048461914,1.6407501697540283,0.9985531568527222,1.011423110961914,1642.571044921875,0.982307493686676,1.1045136451721191,178.987060546875,0.3605290353298187,3.872581720352173,1.3505463600158691,1.0,1.0,1.0,0.3658386170864105,3.285311460494995,3.664842128753662,0.8651631474494934,1.718867301940918,4.795294761657715,0.9139976501464844,1.4667619466781616,6.801605701446533,0.8363642692565918,1.8653618097305298,4.311372756958008
withK_uniform,adam,raw,population,0,0.03,0,26,1.8131777048110962,1.7176183462142944,0.0625,0.25,0.0,0.25,1.8516156673431396,1.8003650903701782,0.25,0.0,0.0,0.0,0.0,0.0,5.685703754425049,0.0,2.4820947647094727,0.0,1.743873119354248,1.2828696966171265,0.4841552674770355,3.5230133533477783,1.6932005882263184,0.9988020658493042,1.009678840637207,1705.9122314453125,0.9847084283828735,1.0921967029571533,184.72891235351562,0.3562161326408386,3.8812968730926514,1.3380978107452393,1.0,1.0,1.0,0.37911444902420044,3.2210965156555176,4.290940761566162,0.7970554232597351,2.067018985748291,3.638638734817505,0.8866449594497681,1.6070281267166138,5.623467445373535,0.8381311893463135,1.8473114967346191,4.713914394378662
withK_uniform,adam,raw,population,0,0.03,0,27,1.8023321628570557,1.698083758354187,0.0625,0.25,0.0,0.25,1.8359625339508057,1.7911220788955688,0.25,0.0,0.0,0.0,0.0,0.0,6.180951118469238,0.0,2.532071113586426,0.0,1.7090240716934204,1.259209394454956,0.49729397892951965,3.474205255508423,1.7390583753585815,0.9989901185035706,1.008329153060913,1766.4593505859375,0.9865150451660156,1.0827505588531494,189.9790802001953,0.3481179475784302,3.897199869155884,1.3137848377227783,1.0,1.0,1.0,0.39301711320877075,3.1940131187438965,4.567654132843018,0.732124388217926,2.397451639175415,2.987941265106201,0.8524669408798218,1.7843631505966187,4.587653160095215,0.8235823512077332,1.9094529151916504,4.687971115112305
withK_uniform,adam,raw,population,0,0.03,0,28,1.7920931577682495,1.6763639450073242,0.0625,0.25,0.0,0.25,1.8202025890350342,1.782723069190979,0.25,0.0,0.0,0.0,0.0,0.0,6.6649932861328125,0.0,2.6021981239318848,0.0,1.6681456565856934,1.2298827171325684,0.5079882740974426,3.4331576824188232,1.7807708978652954,0.9991343021392822,1.0072706937789917,1823.5074462890625,0.9879053831100464,1.0753557682037354,194.95855712890625,0.3379163146018982,3.915933132171631,1.2825924158096313,1.0,1.0,1.0,0.41022059321403503,3.187936544418335,4.503362655639648,0.6764848828315735,2.674827814102173,2.5944788455963135,0.8124886155128479,1.9878883361816406,3.8884148597717285,0.7817506790161133,2.125387191772461,3.806715726852417
withK_uniform,adam,raw,population,0,0.03,0,29,1.782979965209961,1.6547110080718994,0.0625,0.25,0.0,0.25,1.805610179901123,1.775436520576477,0.25,0.0,0.0,0.0,0.0,0.0,7.134299278259277,0.0,2.6808626651763916,0.0,1.626876950263977,1.197303295135498,0.5177983641624451,3.39450740814209,1.8218249082565308,0.9992467761039734,1.00642991065979,1876.611572265625,0.989038348197937,1.0692358016967773,200.0367431640625,0.32794100046157837,3.932737112045288,1.2516043186187744,1.0,1.0,1.0,0.4370967745780945,3.1941566467285156,4.132351398468018,0.6331656575202942,2.8832321166992188,2.3540759086608887,0.7317648530006409,2.3886451721191406,3.339580774307251,0.7389938235282898,2.345785617828369,3.3620822429656982
withK_uniform,adam,raw,population,0,0.03,0,30,1.7750282287597656,1.635166883468628,0.0625,0.25,0.0,0.25,1.79323148727417,1.7689605951309204,0.25,0.0,0.0,0.0,0.0,0.0,7.586141586303711,0.0,2.754058599472046,0.0,1.5906236171722412,1.1648073196411133,0.5283798575401306,3.3518564701080322,1.8663406372070312,0.9993356466293335,1.0057542324066162,1925.9395751953125,0.9900299310684204,1.0637990236282349,205.6577911376953,0.3202623724937439,3.9447171688079834,1.2269806861877441,1.0,1.0,1.0,0.48636919260025024,3.1713943481445312,3.6666383743286133,0.6032425165176392,3.0205237865448,2.2241649627685547,0.6168376803398132,2.955458164215088,2.4013478755950928,0.7125696539878845,2.479285955429077,3.1515841484069824
withK_uniform,adam,raw,population,0,0.03,0,31,1.7677326202392578,1.6192502975463867,0.125,0.25,0.0833333358168602,0.5,1.7833852767944336,1.7625149488449097,0.25,0.0,0.25,0.0,0.0,0.0,8.018653869628906,0.0,2.807109832763672,0.0,1.5636851787567139,1.1364502906799316,0.5409433245658875,3.3000402450561523,1.9183125495910645,0.9994066953659058,1.0052052736282349,1971.9229736328125,0.9909489154815674,1.0586858987808228,212.22657775878906,0.316008985042572,3.9512012004852295,1.2120330333709717,1.0,1.0,1.0,0.5884495973587036,2.928986072540283,3.5745327472686768,0.5862565040588379,3.093024492263794,2.176781177520752,0.5282553434371948,3.350543737411499,1.895110011100769,0.693761944770813,2.5814380645751953,2.8325493335723877
withK_uniform,adam,raw,population,0,0.03,0,32,1.7603271007537842,1.6077220439910889,0.25,0.25,0.25,1.0,1.775575876235962,1.755244255065918,0.25,0.25,0.25,0.25,0.0,0.0,8.430726051330566,0.0,2.828563690185547,0.0,1.5484358072280884,1.1158734560012817,0.5560079216957092,3.236309289932251,1.9806034564971924,0.9994643926620483,1.0047539472579956,2014.6798095703125,0.991823673248291,1.0537457466125488,220.04193115234375,0.31523460149765015,3.9527714252471924,1.207248330116272,1.0,1.0,1.0,0.7840350270271301,2.096543788909912,4.888636589050293,0.5798516273498535,3.114473819732666,2.1830906867980957,0.48114389181137085,3.5326409339904785,1.6976252794265747,0.6713298559188843,2.698974370956421,2.6170687675476074
withK_uniform,adam,raw,population,0,0.03,0,33,1.7522770166397095,1.6005868911743164,0.25,0.25,0.25,1.0,1.769005298614502,1.7467008829116821,0.25,0.25,0.25,0.25,0.0,0.0,8.821728706359863,0.0,2.8141086101531982,0.0,1.5449780225753784,1.1050435304641724,0.5732190608978271,3.161459445953369,2.0540974140167236,0.9995116591453552,1.004379391670227,2054.54296875,0.992650032043457,1.0490080118179321,229.2166748046875,0.3172478675842285,3.9504663944244385,1.2110084295272827,1.0,1.0,1.0,0.8625914454460144,1.6312748193740845,9.557709693908691,0.5793572664260864,3.1078622341156006,2.214482307434082,0.460861474275589,3.6004674434661865,1.6528793573379517,0.6435569524765015,2.831603527069092,2.4776012897491455
withK_uniform,adam,raw,population,0,0.03,0,34,1.7435591220855713,1.5974030494689941,0.25,0.25,0.25,1.0,1.7631900310516357,1.7370153665542603,0.25,0.25,0.25,0.25,0.0,0.0,9.191181182861328,0.0,2.766650915145874,0.0,1.5517587661743164,1.1040678024291992,0.5915535092353821,3.0794825553894043,2.1377079486846924,0.9995507597923279,1.004065752029419,2091.400634765625,0.9934064745903015,1.0446048974990845,239.65074157714844,0.32119959592819214,3.945345640182495,1.220580816268921,1.0,1.0,1.0,0.688307523727417,2.1215717792510986,8.214900016784668,0.5781840682029724,3.105109214782715,2.234954833984375,0.4530370235443115,3.619506359100342,1.6621326208114624,0.6147803068161011,2.9589977264404297,2.3483760356903076
withK_uniform,adam,raw,population,0,0.03,0,35,1.7346144914627075,1.5975418090820312,0.25,0.25,0.25,1.0,1.7582199573516846,1.7267459630966187,0.25,0.25,0.25,0.25,0.0,0.0,9.538529396057129,0.0,2.694122791290283,0.0,1.5664513111114502,1.111432433128357,0.6100121736526489,2.9948205947875977,2.228872537612915,0.9995834827423096,1.0038013458251953,2125.43359375,0.9940776228904724,1.040637493133545,251.03903198242188,0.32668596506118774,3.9378485679626465,1.2340927124023438,1.0,1.0,1.0,0.5100460052490234,3.2033119201660156,2.4233016967773438,0.5690459609031677,3.140684127807617,2.2136881351470947,0.4490066170692444,3.6225006580352783,1.6902122497558594,0.5854096412658691,3.081993818283081,2.2733383178710938
